Track, EndPos, StartPos, CarNumber, Driver, Sponsor, Manufacturer, Laps, Led, Pts, PPts
Kansas,30,26,78, B.J. McLeod,NASCAR Ignition  (B.J. McLeod),Ford,259,running,0,0,0
Kansas,31,36,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,258,running,0,0,0
Kansas,32,39,53, Joey Gase,Donor Network  (Rick Ware),Chevrolet,256,running,0,0,0
Kansas,33,30,52, Josh Bilicki,Tailgreeter  (Rick Ware),Ford,256,running,0,0,0
Kansas,34,38,13, David Starr,Brown & Brown Dealer Services  (Carl Long),Ford,255,running,0,0,0
Kansas,35,35,0, Quin Houff,Creek / Chariton  (StarCom Racing),Chevrolet,255,running,0,2,0
Kansas,36,34,15, Ryan Ellis,Arrowhead Brass  (Rick Ware),Chevrolet,254,running,0,0,0
Kansas,37,2,12, Ryan Blaney,Menards / Cardell Cabinetry  (Roger Penske),Ford,224,crash,0,1,0
Kansas,38,29,38, Anthony Alfredo,Speedy Cash  (Bob Jenkins),Ford,171,crash,0,1,0
Kansas,39,33,77, Justin Haley,Circle B Diecast  (Spire Motorsports),Chevrolet,165,engine,0,0,0
Kansas,40,37,66, Chad Finchum,Smithbilt Homes  (Carl Long),Toyota,47,handling,0,0,0
Martinsville,1,13,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,501,running,9,52,5
Martinsville,2,7,18, Kyle Busch,M&M's Halloween  (Joe Gibbs),Toyota,501,running,0,42,0
Martinsville,3,6,2, Brad Keselowski,Dent Wizard  (Roger Penske),Ford,501,running,0,43,0
Martinsville,4,4,19, Martin Truex Jr,Auto-Owners Insurance  (Joe Gibbs),Toyota,501,running,9,48,0
Martinsville,5,11,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,501,running,0,47,0
Martinsville,6,23,10, Aric Almirola,Smithfield / IHOP  (Stewart Haas Racing),Ford,501,running,0,37,0
Martinsville,7,10,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,501,running,0,31,0
Martinsville,8,28,43, Erik Jones,Goody's Cool Orange  (Richard Petty Motorsports),Chevrolet,501,running,0,29,0
Martinsville,9,15,17, Chris Buescher,Fifth Third Bank  (Jack Roush),Ford,501,running,0,28,0
Martinsville,10,5,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,501,running,9,29,0
Martinsville,11,8,12, Ryan Blaney,Menards / Richmond  (Roger Penske),Ford,501,running,0,26,0
Martinsville,12,9,4, Kevin Harvick,Unibet  (Stewart Haas Racing),Ford,501,running,0,25,0
Martinsville,13,14,3, Austin Dillon,Cowboy Channel  (Richard Childress),Chevrolet,501,running,5,28,0
Martinsville,14,1,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,501,running,77,32,0
Martinsville,15,21,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,501,running,0,22,0
Martinsville,16,2,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,501,running,289,41,2
Martinsville,17,12,20, Christopher Bell,Stanley Tools  (Joe Gibbs),Toyota,501,running,0,24,0
Martinsville,18,18,8, Tyler Reddick,Childress Vineyards  (Richard Childress),Chevrolet,501,running,0,19,0
Martinsville,19,25,47, Ricky Stenhouse Jr,Kroger  (JTG-Daugherty Racing),Chevrolet,501,running,0,18,0
Martinsville,20,32,38, Anthony Alfredo,Dude Wipes  (Bob Jenkins),Ford,501,running,0,17,0
Martinsville,21,29,7, Corey LaJoie,Ark.io  (Spire Motorsports),Chevrolet,501,running,0,16,0
Martinsville,22,22,14, Chase Briscoe,Rush Truck Centers  (Stewart Haas Racing),Ford,501,running,0,15,0
Martinsville,23,24,41, Cole Custer,Dixie Vodka Peach Cocktail  (Stewart Haas Racing),Ford,501,running,0,14,0
Martinsville,24,3,11, Denny Hamlin,FedEx Ground  (Joe Gibbs),Toyota,501,running,103,19,0
Martinsville,25,17,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,501,running,0,12,0
Martinsville,26,19,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,499,running,0,11,0
Martinsville,27,16,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,498,running,0,10,0
Martinsville,28,20,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,498,running,0,9,0
Martinsville,29,30,78, B.J. McLeod,Keen Parts  (B.J. McLeod),Ford,496,running,0,0,0
Martinsville,30,31,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,495,running,0,0,0
Martinsville,31,35,77, Justin Haley,Spire +  (Spire Motorsports),Chevrolet,492,running,0,0,0
Martinsville,32,27,6, Ryan Newman,Kohler Generators  (Jack Roush),Ford,491,running,0,5,0
Martinsville,33,37,15, Garrett Smithley,Boom Mobile  (Rick Ware),Chevrolet,490,running,0,0,0
Martinsville,34,36,0, Quin Houff,Sim Seats  (StarCom Racing),Chevrolet,483,running,0,3,0
Martinsville,35,33,52, Josh Bilicki,Insurance King  (Rick Ware),Ford,483,running,0,0,0
Martinsville,36,26,37, Ryan Preece,Thomas' / Kroger  (JTG-Daugherty Racing),Chevrolet,414,brakes,0,1,0
Martinsville,37,38,66, Timmy Hill,American Dream Leasing  (Carl Long),Toyota,206,engine,0,0,0
Martinsville,38,34,53, Joey Gase,Adkins  (Rick Ware),Chevrolet,10,electrical,0,0,0
Phoenix,1,1,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,312,running,107,40,6
Phoenix,2,12,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,312,running,72,35,1
Phoenix,3,6,11, Denny Hamlin,FedEx Express  (Joe Gibbs),Toyota,312,running,0,34,0
Phoenix,4,4,12, Ryan Blaney,Menards / Jack Links  (Roger Penske),Ford,312,running,33,42,0
Phoenix,5,2,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,312,running,94,32,0
Phoenix,6,18,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,312,running,0,31,0
Phoenix,7,13,18, Kyle Busch,M&M's  (Joe Gibbs),Toyota,312,running,0,33,0
Phoenix,8,9,4, Kevin Harvick,Busch Light #BuschPitBoss  (Stewart Haas Racing),Ford,312,running,1,43,0
Phoenix,9,8,20, Christopher Bell,DeWalt  (Joe Gibbs),Toyota,312,running,0,28,0
Phoenix,10,11,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,312,running,0,31,0
Phoenix,11,10,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,312,running,0,28,0
Phoenix,12,15,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,312,running,0,26,0
Phoenix,13,7,41, Cole Custer,HaasTooling.com  (Stewart Haas Racing),Ford,312,running,0,28,0
Phoenix,14,16,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,312,running,0,23,0
Phoenix,15,23,3, Austin Dillon,Dow Coatings  (Richard Childress),Chevrolet,312,running,0,22,0
Phoenix,16,5,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,312,running,1,23,0
Phoenix,17,3,24, William Byron,Raptor  (Rick Hendrick),Chevrolet,312,running,0,26,0
Phoenix,18,14,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,312,running,0,19,0
Phoenix,19,20,8, Tyler Reddick,Bet MGM  (Richard Childress),Chevrolet,312,running,4,18,0
Phoenix,20,31,37, Ryan Preece,Kroger  (JTG-Daugherty Racing),Chevrolet,312,running,0,17,0
Phoenix,21,17,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,312,running,0,16,0
Phoenix,22,27,43, Erik Jones,Rellevate  (Richard Petty Motorsports),Chevrolet,312,running,0,15,0
Phoenix,23,19,6, Ryan Newman,Castrol GTX Full Synthetic  (Jack Roush),Ford,312,running,0,14,0
Phoenix,24,28,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,312,running,0,13,0
Phoenix,25,26,17, Chris Buescher,Fastenal  (Jack Roush),Ford,311,running,0,12,0
Phoenix,26,29,77, Justin Haley,Peacock - Streaming Now  (Spire Motorsports),Chevrolet,310,running,0,0,0
Phoenix,27,32,78, B.J. McLeod,Pala Casino  (B.J. McLeod),Ford,309,running,0,0,0
Phoenix,28,33,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,306,running,0,0,0
Phoenix,29,34,53, Joey Gase,Donate Life  (Rick Ware),Chevrolet,303,running,0,0,0
Phoenix,30,37,52, Josh Bilicki,Boom  (Rick Ware),Ford,303,running,0,0,0
Phoenix,31,38,15, Garrett Smithley,Carpets of Arizona  (Rick Ware),Chevrolet,301,running,0,0,0
Phoenix,32,24,7, Corey LaJoie,Schluter Systems  (Spire Motorsports),Chevrolet,281,running,0,5,0
Phoenix,33,36,13, David Starr,Bob Menery / Ripper Magoo  (Carl Long),Toyota,273,brakes,0,0,0
Phoenix,34,30,38, Anthony Alfredo,Boot Barn  (Bob Jenkins),Ford,242,crash,0,3,0
Phoenix,35,22,14, Chase Briscoe,HighPoint.com  (Stewart Haas Racing),Ford,153,crash,0,2,0
Phoenix,36,21,47, Ricky Stenhouse Jr,Honey Nut Cheerios  (JTG-Daugherty Racing),Chevrolet,140,crash,0,1,0
Phoenix,37,35,0, Quin Houff,Creek Enterprises  (StarCom Racing),Chevrolet,122,crash,0,1,0
Phoenix,38,39,66, Timmy Hill,Coble Enterprise / Darn Transport  (Carl Long),Toyota,57,handling,0,0,0
Phoenix,39,25,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,5,crash,0,1,0
