Track, EndPos, StartPos, CarNumber, Driver, Sponsor, Manufacturer, Laps, Led, Pts, PPts
Austin,40,30,77, Justin Haley,Fraternal Order of Eagles  (Spire Motorsports),Chevrolet,12,steering,0,0,0
Charlotte,1,1,5, Kyle Larson,MetroTech  (Rick Hendrick),Chevrolet,400,running,327,70,8
Charlotte,2,3,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,400,running,22,60,0
Charlotte,3,20,18, Kyle Busch,"M&M's Red, White & Blue  (Joe Gibbs)",Toyota,400,running,1,54,0
Charlotte,4,4,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,400,running,19,58,0
Charlotte,5,7,48, Alex Bowman,Ally Patriotic  (Rick Hendrick),Chevrolet,400,running,5,43,0
Charlotte,6,6,3, Austin Dillon,Bass Pro Shops / Tracker Off Road  (Richard Childress),Chevrolet,400,running,1,41,0
Charlotte,7,14,11, Denny Hamlin,FedEx Freight  (Joe Gibbs),Toyota,400,running,3,36,0
Charlotte,8,27,17, Chris Buescher,Fifth Third Bank  (Jack Roush),Ford,400,running,0,32,0
Charlotte,9,15,8, Tyler Reddick,Alsco Uniforms  (Richard Childress),Chevrolet,400,running,6,42,0
Charlotte,10,5,4, Kevin Harvick,Mobil 1  (Stewart Haas Racing),Ford,400,running,0,40,0
Charlotte,11,13,2, Brad Keselowski,Keystone Light  (Roger Penske),Ford,400,running,6,26,0
Charlotte,12,2,47, Ricky Stenhouse Jr,Cottonelle  (JTG-Daugherty Racing),Chevrolet,400,running,0,27,0
Charlotte,13,11,12, Ryan Blaney,Body Armor Edge  (Roger Penske),Ford,400,running,2,24,0
Charlotte,14,18,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,400,running,0,25,0
Charlotte,15,9,99, Daniel Suarez,Camping World  (Trackhouse Racing),Chevrolet,398,running,0,22,0
Charlotte,16,19,43, Erik Jones,Petty's Garage  (Richard Petty Motorsports),Chevrolet,398,running,0,21,0
Charlotte,17,16,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,398,running,0,20,0
Charlotte,18,22,21, Matt DiBenedetto,Menards / Masterforce Tools  (Wood Brothers),Ford,398,running,2,19,0
Charlotte,19,26,7, Corey LaJoie,Diamond Creek Water  (Spire Motorsports),Chevrolet,398,running,0,18,0
Charlotte,20,24,34, Michael McDowell,Fr8 Auctions  (Bob Jenkins),Ford,398,running,0,17,0
Charlotte,21,23,41, Cole Custer,Feeding America / Wow Wow  (Stewart Haas Racing),Ford,397,running,0,16,0
Charlotte,22,31,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,397,running,0,15,0
Charlotte,23,21,14, Chase Briscoe,HighPoint.com  (Stewart Haas Racing),Ford,397,running,0,14,0
Charlotte,24,17,20, Christopher Bell,The Memorial Day Toyota  (Joe Gibbs),Toyota,397,running,3,13,0
Charlotte,25,29,38, Anthony Alfredo,Death Wish Coffee  (Bob Jenkins),Ford,397,running,3,12,0
Charlotte,26,28,37, Ryan Preece,Kroger / Coca-Cola  (JTG-Daugherty Racing),Chevrolet,397,running,0,11,0
Charlotte,27,25,6, Ryan Newman,Kohler Generators  (Jack Roush),Ford,396,running,0,10,0
Charlotte,28,30,77, Justin Haley,Walmart  (Spire Motorsports),Chevrolet,395,running,0,0,0
Charlotte,29,8,19, Martin Truex Jr,Bass Pro Shops Red White & Blue  (Joe Gibbs),Toyota,391,running,0,12,0
Charlotte,30,34,53, Cody Ware,U.S. Marines Military Salutes  (Rick Ware),Chevrolet,389,running,0,0,0
Charlotte,31,33,78, B.J. McLeod,Solomon Plumbing / DA-Quick Clip  (B.J. McLeod),Ford,389,running,0,0,0
Charlotte,32,32,0, Quin Houff,8 Ball Chocolate Whiskey  (StarCom Racing),Chevrolet,389,running,0,5,0
Charlotte,33,35,15, James Davison,Navy Military Salutes  (Rick Ware),Chevrolet,388,running,0,4,0
Charlotte,34,36,51, Garrett Smithley,Air Force Military Salutes  (Rick Ware),Chevrolet,387,running,0,0,0
Charlotte,35,37,52, Josh Bilicki,U.S. Army Military Salutes  (Rick Ware),Ford,382,running,0,2,0
Charlotte,36,38,66, David Starr,Richardson Service  (Carl Long),Toyota,369,running,0,0,0
Charlotte,37,10,42, Ross Chastain,Advent Health  (Chip Ganassi),Chevrolet,359,running,0,1,0
Charlotte,38,12,1, Kurt Busch,Gear Wrench  (Chip Ganassi),Chevrolet,139,engine,0,1,0
Sonoma,1,1,5, Kyle Larson,Hendrickcars.com  (Rick Hendrick),Chevrolet,92,running,57,60,7
Sonoma,2,2,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,92,running,13,50,0
Sonoma,3,19,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,92,running,0,41,0
Sonoma,4,13,22, Joey Logano,Auto Trader  (Roger Penske),Ford,92,running,5,42,0
Sonoma,5,5,18, Kyle Busch,Sport Clips  (Joe Gibbs),Toyota,92,running,2,44,0
Sonoma,6,30,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,92,running,8,41,0
Sonoma,7,29,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,92,running,0,30,0
Sonoma,8,4,11, Denny Hamlin,FedEx Express  (Joe Gibbs),Toyota,92,running,2,31,0
Sonoma,9,7,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,92,running,0,42,0
Sonoma,10,11,12, Ryan Blaney,Dex Imaging  (Roger Penske),Ford,92,running,0,27,0
Sonoma,11,18,43, Erik Jones,Black Entrepreneur Initiative  (Richard Petty Motorsports),Chevrolet,92,running,0,27,0
Sonoma,12,16,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,92,running,0,25,0
Sonoma,13,6,3, Austin Dillon,Congressional Sportsmen's Foundation  (Richard Childress),Chevrolet,92,running,0,29,0
Sonoma,14,15,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,92,running,0,23,0
Sonoma,15,9,2, Brad Keselowski,America's Tire  (Roger Penske),Ford,92,running,0,25,0
Sonoma,16,12,17, Chris Buescher,Fastenal  (Jack Roush),Ford,92,running,0,21,0
Sonoma,17,25,14, Chase Briscoe,Ford Performance Racing School  (Stewart Haas Racing),Ford,92,running,0,20,0
Sonoma,18,22,7, Corey LaJoie,Nations Guard  (Spire Motorsports),Chevrolet,92,running,0,19,0
Sonoma,19,10,8, Tyler Reddick,Childress Vineyards  (Richard Childress),Chevrolet,92,running,0,22,0
Sonoma,20,23,41, Cole Custer,Autodesk / HaasTooling.com  (Stewart Haas Racing),Ford,92,running,0,17,0
Sonoma,21,27,37, Ryan Preece,Cottonelle  (JTG-Daugherty Racing),Chevrolet,92,running,0,16,0
Sonoma,22,8,4, Kevin Harvick,Busch Light #BeerOverWine  (Stewart Haas Racing),Ford,92,running,0,15,0
Sonoma,23,17,21, Matt DiBenedetto,Menards / Knauf  (Wood Brothers),Ford,92,running,0,16,0
Sonoma,24,20,20, Christopher Bell,Rheem / Smurfit Kappa  (Joe Gibbs),Toyota,92,running,0,14,0
Sonoma,25,32,15, James Davison,Skip Barber Racing School  (Rick Ware),Chevrolet,92,running,0,12,0
Sonoma,26,35,78, Scott Heckert,Surface Sunscreen  (B.J. McLeod),Ford,92,running,0,11,0
Sonoma,27,26,10, Aric Almirola,Farmer John  (Stewart Haas Racing),Ford,92,running,0,10,0
Sonoma,28,21,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,92,running,0,9,0
Sonoma,29,36,52, Josh Bilicki,Pacific Coast Termite  (Rick Ware),Ford,92,running,0,8,0
Sonoma,30,31,77, Ben Rhodes,Kaeding Performance  (Spire Motorsports),Chevrolet,92,running,0,0,0
Sonoma,31,28,38, Anthony Alfredo,MDS  (Bob Jenkins),Ford,92,running,0,6,0
Sonoma,32,34,53, Garrett Smithley,RJ's Paint Shop  (Rick Ware),Ford,92,running,0,0,0
Sonoma,33,24,6, Ryan Newman,Guaranteed Rate  (Jack Roush),Ford,92,running,0,4,0
Sonoma,34,37,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,84,crash,0,0,0
Sonoma,35,3,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,76,crash,5,7,0
Sonoma,36,33,0, Quin Houff,8 Ball Chocolate Whiskey  (StarCom Racing),Chevrolet,69,rear gear,0,1,0
Sonoma,37,14,47, Ricky Stenhouse Jr,SunnyD  (JTG-Daugherty Racing),Chevrolet,40,engine,0,1,0
Nashville,1,5,5, Kyle Larson,Valvoline  (Rick Hendrick),Chevrolet,300,running,264,59,6
Nashville,2,19,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,300,running,4,35,0
Nashville,3,4,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,300,running,0,41,0
Nashville,4,1,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,300,running,1,36,0
Nashville,5,12,4, Kevin Harvick,Grave Digger  (Stewart Haas Racing),Ford,300,running,0,34,0
Nashville,6,14,47, Ricky Stenhouse Jr,Kroger / Nature Valley  (JTG-Daugherty Racing),Chevrolet,300,running,0,40,0
Nashville,7,22,99, Daniel Suarez,Tootsies Orchid Lounge  (Trackhouse Racing),Chevrolet,300,running,0,38,0
Nashville,8,30,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,300,running,3,40,1
Nashville,9,25,20, Christopher Bell,DeWalt  (Joe Gibbs),Toyota,300,running,0,28,0
Nashville,10,3,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,300,running,0,30,0
Nashville,11,2,18, Kyle Busch,Pedigree  (Joe Gibbs),Toyota,300,running,10,39,0
Nashville,12,28,3, Austin Dillon,Get Bioethanol  (Richard Childress),Chevrolet,300,running,0,40,0
Nashville,13,29,6, Ryan Newman,Planters  (Jack Roush),Ford,300,running,0,24,0
Nashville,14,8,48, Alex Bowman,Ally Neon Lights  (Rick Hendrick),Chevrolet,300,running,0,23,0
Nashville,15,24,7, Corey LaJoie,Pryor & Lee  (Spire Motorsports),Chevrolet,300,running,0,22,0
Nashville,16,23,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,300,running,0,21,0
Nashville,17,18,38, Anthony Alfredo,Speedco  (Bob Jenkins),Ford,300,running,0,20,0
Nashville,18,26,8, Tyler Reddick,Quartz Hill Records  (Richard Childress),Chevrolet,300,running,0,19,0
Nashville,19,9,43, Erik Jones,Black Entrepreneur Initiative  (Richard Petty Motorsports),Chevrolet,300,running,0,18,0
Nashville,20,21,23, Bubba Wallace,Door Dash / Pet Smart  (23XI Racing),Toyota,299,running,0,17,0
Nashville,21,13,11, Denny Hamlin,FedEx Express  (Joe Gibbs),Toyota,299,running,0,22,0
Nashville,22,35,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,299,running,0,15,0
Nashville,23,15,2, Brad Keselowski,Dent Wizard  (Roger Penske),Ford,299,running,0,18,0
Nashville,24,11,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,298,running,0,15,0
Nashville,25,36,53, Garrett Smithley,Smart Sanitizer  (Rick Ware),Chevrolet,298,running,0,0,0
Nashville,26,34,52, Josh Bilicki,Insurance King  (Rick Ware),Ford,298,running,0,11,0
Nashville,27,32,51, J.J. Yeley,Nurtec ODT  (Rick Ware),Chevrolet,298,running,0,0,0
Nashville,28,31,78, B.J. McLeod,Surface Sunscreen / Koolbox ICE  (B.J. McLeod),Ford,295,running,0,0,0
Nashville,29,37,15, Joey Gase,Tennessee Donor Svcs. / Donate Life  (Rick Ware),Chevrolet,295,running,0,0,0
Nashville,30,7,41, Cole Custer,Dixie Vodka / Tony's Tea  (Stewart Haas Racing),Ford,252,running,0,7,0
Nashville,31,16,14, Chase Briscoe,HighPoint.com / Thorlabs  (Stewart Haas Racing),Ford,227,crash,5,14,0
Nashville,32,20,37, Ryan Preece,Entenmann's  (JTG-Daugherty Racing),Chevrolet,197,brakes,0,5,0
Nashville,33,33,66, Chad Finchum,Smithbilt Homes  (Carl Long),Toyota,157,rear end,0,0,0
Nashville,34,38,13, David Starr,Bob Menery  (Carl Long),Toyota,126,brakes,0,0,0
Nashville,35,27,77, Justin Haley,Diamond Creek Water  (Spire Motorsports),Chevrolet,79,crash,0,0,0
Nashville,36,17,17, Chris Buescher,Fifth Third Bank  (Jack Roush),Ford,77,crash,0,1,0
Nashville,37,10,12, Ryan Blaney,Menards / Duracell  (Roger Penske),Ford,53,crash,0,1,0
Nashville,38,39,0, Quin Houff,Mane 'n Tail / Spirit Untamed  (StarCom Racing),Chevrolet,0,crash,0,1,0
Nashville,39,6,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,300,disqualified,13,1,0
Pocono,1,13,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,130,running,16,43,5
Pocono,2,5,18, Kyle Busch,M&M's Mini's  (Joe Gibbs),Toyota,130,running,30,47,1
Pocono,3,2,24, William Byron,Axalta Color of the Year  (Rick Hendrick),Chevrolet,130,running,13,50,0
Pocono,4,10,11, Denny Hamlin,FedEx Ground  (Joe Gibbs),Toyota,130,running,11,43,0
Pocono,5,27,12, Ryan Blaney,Menards / Richmond  (Roger Penske),Ford,130,running,0,38,0
Pocono,6,8,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,130,running,12,45,1
Pocono,7,4,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,130,running,18,45,0
Pocono,8,3,4, Kevin Harvick,Busch Light  (Stewart Haas Racing),Ford,130,running,0,35,0
Pocono,9,1,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,130,running,15,45,0
Pocono,10,18,2, Brad Keselowski,Detroit Engines  (Roger Penske),Ford,130,running,0,28,0
Pocono,11,16,8, Tyler Reddick,Kalahari Resorts & Conventions  (Richard Childress),Chevrolet,130,running,0,27,0
Pocono,12,29,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,130,running,0,25,0
Pocono,13,14,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,130,running,0,27,0
Pocono,14,20,23, Bubba Wallace,Root Insurance  (23XI Racing),Toyota,130,running,0,23,0
Pocono,15,7,47, Ricky Stenhouse Jr,Scott Brand  (JTG-Daugherty Racing),Chevrolet,130,running,0,22,0
Pocono,16,11,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,130,running,0,21,0
Pocono,17,9,20, Christopher Bell,Rheem  (Joe Gibbs),Toyota,130,running,0,20,0
Pocono,18,15,19, Martin Truex Jr,Stanley Tools  (Joe Gibbs),Toyota,130,running,0,23,0
Pocono,19,17,34, Michael McDowell,ARRMA  (Bob Jenkins),Ford,130,running,5,18,0
Pocono,20,25,17, Chris Buescher,Acronis  (Jack Roush),Ford,130,running,0,17,0
Pocono,21,12,3, Austin Dillon,Workrise  (Richard Childress),Chevrolet,130,running,0,18,0
Pocono,22,22,43, Erik Jones,Medallion Bank  (Richard Petty Motorsports),Chevrolet,130,running,0,15,0
Pocono,23,31,37, Ryan Preece,Thomas' / Kroger  (JTG-Daugherty Racing),Chevrolet,130,running,0,14,0
Pocono,24,28,14, Chase Briscoe,HighPoint.com / Webex by Cisco  (Stewart Haas Racing),Ford,130,running,0,13,0
Pocono,25,35,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,130,running,0,0,0
Pocono,26,24,38, Anthony Alfredo,Death Wish Coffee  (Bob Jenkins),Ford,130,running,0,11,0
Pocono,27,34,77, Justin Haley,Diamond Creek Water  (Spire Motorsports),Chevrolet,130,running,0,0,0
Pocono,28,36,15, James Davison,Go FMX  (Rick Ware),Chevrolet,130,running,0,9,0
Pocono,29,30,53, Garrett Smithley,Rich Mar Florist  (Rick Ware),Chevrolet,130,running,0,0,0
Pocono,30,32,78, B.J. McLeod,American Brain Tumor Association  (B.J. McLeod),Ford,130,running,0,0,0
Pocono,31,37,0, Quin Houff,Mane 'n Tail / Spirit Untamed  (StarCom Racing),Chevrolet,130,running,0,6,0
Pocono,32,21,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,129,running,0,5,0
Pocono,33,6,42, Ross Chastain,McDonald's  (Chip Ganassi),Chevrolet,129,running,10,4,0
Pocono,34,33,52, Josh Bilicki,Jacob Companies  (Rick Ware),Ford,128,running,0,3,0
Pocono,35,38,66, Timmy Hill,M&M Mechanical  (Carl Long),Toyota,126,running,0,0,0
Pocono,36,23,7, Corey LaJoie,Nations Guard  (Spire Motorsports),Chevrolet,125,running,0,1,0
Pocono,37,19,6, Ryan Newman,Wyndham Rewards  (Jack Roush),Ford,96,crash,0,1,0
Pocono,38,26,41, Cole Custer,HaasTooling.com  (Stewart Haas Racing),Ford,13,crash,0,1,0
Pocono,1,19,18, Kyle Busch,M&M's Mini's  (Joe Gibbs),Toyota,140,running,30,44,5
Pocono,2,12,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,140,running,0,38,0
Pocono,3,11,2, Brad Keselowski,Detroit Engines  (Roger Penske),Ford,140,running,31,50,0
Pocono,4,13,4, Kevin Harvick,Busch Light  (Stewart Haas Racing),Ford,140,running,0,33,0
Pocono,5,7,23, Bubba Wallace,Draft Kings  (23XI Racing),Toyota,140,running,3,38,0
Pocono,6,16,12, Ryan Blaney,Menards / Duracell  (Roger Penske),Ford,140,running,0,38,0
Pocono,7,20,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,140,running,18,30,0
Pocono,8,23,37, Ryan Preece,Thomas' / Kroger  (JTG-Daugherty Racing),Chevrolet,140,running,0,29,0
Pocono,9,10,8, Tyler Reddick,Kalahari Resorts & Conventions  (Richard Childress),Chevrolet,140,running,0,31,0
Pocono,10,14,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,140,running,0,28,0
Pocono,11,3,19, Martin Truex Jr,Reser's Fine Foods  (Joe Gibbs),Toyota,140,running,19,41,1
Pocono,12,18,24, William Byron,Axalta Color of the Year  (Rick Hendrick),Chevrolet,140,running,22,35,1
Pocono,13,21,3, Austin Dillon,Workrise  (Richard Childress),Chevrolet,140,running,0,24,0
Pocono,14,17,11, Denny Hamlin,FedEx Ground  (Joe Gibbs),Toyota,140,running,1,32,0
Pocono,15,8,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,140,running,0,24,0
Pocono,16,5,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,140,running,0,32,0
Pocono,17,2,34, Michael McDowell,ARRMA  (Bob Jenkins),Ford,140,running,7,25,0
Pocono,18,32,21, Matt DiBenedetto,Motorcraft / Quick Lane  (Wood Brothers),Ford,140,running,0,19,0
Pocono,19,1,17, Chris Buescher,Acronis  (Jack Roush),Ford,140,running,6,18,0
Pocono,20,15,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,140,running,0,17,0
Pocono,21,24,14, Chase Briscoe,HighPoint.com / Webex by Cisco  (Stewart Haas Racing),Ford,140,running,0,16,0
Pocono,22,37,6, Ryan Newman,Guaranteed Rate  (Jack Roush),Ford,140,running,0,15,0
Pocono,23,36,7, Corey LaJoie,Nations Guard  (Spire Motorsports),Chevrolet,139,running,0,14,0
Pocono,24,38,41, Cole Custer,HaasTooling.com  (Stewart Haas Racing),Ford,139,running,0,13,0
Pocono,25,27,77, Justin Allgaier,Diamond Creek Water  (Spire Motorsports),Chevrolet,139,running,0,0,0
Pocono,26,33,42, Ross Chastain,McDonald's  (Chip Ganassi),Chevrolet,139,running,0,12,0
Pocono,27,9,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,139,running,0,16,0
Pocono,28,25,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,139,running,0,0,0
Pocono,29,30,78, B.J. McLeod,American Brain Tumor Association  (B.J. McLeod),Ford,138,running,0,0,0
Pocono,30,28,15, James Davison,Go FMX  (Rick Ware),Chevrolet,137,running,0,7,0
Pocono,31,22,43, Erik Jones,Medallion Bank  (Richard Petty Motorsports),Chevrolet,136,running,0,6,0
Pocono,32,4,20, Christopher Bell,Rheem  (Joe Gibbs),Toyota,135,running,3,12,0
Pocono,33,31,0, Quin Houff,Mane 'n Tail / Spirit Untamed  (StarCom Racing),Chevrolet,135,running,0,4,0
Pocono,34,26,38, Anthony Alfredo,Death Wish Coffee  (Bob Jenkins),Ford,134,running,0,3,0
Pocono,35,34,52, Josh Bilicki,Jacob Companies  (Rick Ware),Ford,132,running,0,2,0
Pocono,36,29,53, Garrett Smithley,Rich Mar Florist  (Rick Ware),Chevrolet,122,engine,0,0,0
Pocono,37,35,66, Timmy Hill,M&M Mechanical  (Carl Long),Toyota,113,handling,0,0,0
Pocono,38,6,47, Ricky Stenhouse Jr,Scott Brand  (JTG-Daugherty Racing),Chevrolet,111,engine,0,5,0
Elkhart Lake,1,34,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,62,running,24,41,5
Elkhart Lake,2,13,20, Christopher Bell,SiriusXM  (Joe Gibbs),Toyota,62,running,0,39,0
Elkhart Lake,3,40,18, Kyle Busch,"Skittles Red, White & Blue  (Joe Gibbs)",Toyota,62,running,4,35,0
Elkhart Lake,4,16,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,62,running,0,41,0
Elkhart Lake,5,6,11, Denny Hamlin,FedEx Freight  (Joe Gibbs),Toyota,62,running,0,37,0
Elkhart Lake,6,35,14, Chase Briscoe,Ford Perf. Racing School / HighPoint.com  (Stewart Haas Racing),Ford,62,running,0,31,0
Elkhart Lake,7,8,42, Ross Chastain,Advent Health  (Chip Ganassi),Chevrolet,62,running,0,44,0
Elkhart Lake,8,4,8, Tyler Reddick,Kalahari Resorts & Conventions  (Richard Childress),Chevrolet,62,running,5,46,1
Elkhart Lake,9,9,19, Martin Truex Jr,"Bass Pro Shops Red, White & Blue  (Joe Gibbs)",Toyota,62,running,1,28,0
Elkhart Lake,10,7,21, Matt DiBenedetto,Menards / Dutch Boy  (Wood Brothers),Ford,62,running,10,27,0
Elkhart Lake,11,37,3, Austin Dillon,Dow Salutes Veterans  (Richard Childress),Chevrolet,62,running,0,26,0
Elkhart Lake,12,38,47, Ricky Stenhouse Jr,Kroger / Ball Park Buns & Rolls  (JTG-Daugherty Racing),Chevrolet,62,running,0,25,0
Elkhart Lake,13,20,2, Brad Keselowski,Snap-On Tools  (Roger Penske),Ford,62,running,0,24,0
Elkhart Lake,14,19,10, Aric Almirola,Smithfield / Pit Boss Grills  (Stewart Haas Racing),Ford,62,running,1,23,0
Elkhart Lake,15,14,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,62,running,0,27,0
Elkhart Lake,16,2,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,62,running,0,36,0
Elkhart Lake,17,15,41, Cole Custer,HaasTooling.com  (Stewart Haas Racing),Ford,62,running,0,20,0
Elkhart Lake,18,12,17, Chris Buescher,Fastenal  (Jack Roush),Ford,62,running,0,19,0
Elkhart Lake,19,21,43, Erik Jones,SCAG Power Equipment  (Richard Petty Motorsports),Chevrolet,62,running,0,18,0
Elkhart Lake,20,17,12, Ryan Blaney,Body Armor  (Roger Penske),Ford,62,running,0,17,0
Elkhart Lake,21,23,7, Corey LaJoie,Diamond Creek Water  (Spire Motorsports),Chevrolet,62,running,0,16,0
Elkhart Lake,22,10,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,62,running,0,18,0
Elkhart Lake,23,27,52, Josh Bilicki,Screamin' Sicilian  (Rick Ware),Ford,62,running,0,14,0
Elkhart Lake,24,36,23, Bubba Wallace,Dr. Pepper  (23XI Racing),Toyota,62,running,0,16,0
Elkhart Lake,25,22,77, Justin Haley,Fraternal Order of Eagles  (Spire Motorsports),Chevrolet,62,running,0,0,0
Elkhart Lake,26,39,96, Ty Dillon,Lure Lock / Bass Pro Shops  (Gaunt Brothers),Toyota,62,running,0,0,0
Elkhart Lake,27,25,4, Kevin Harvick,Busch Light Apple  (Stewart Haas Racing),Ford,62,running,0,14,0
Elkhart Lake,28,26,15, James Davison,Skip Barber Racing School  (Rick Ware),Chevrolet,62,running,0,9,0
Elkhart Lake,29,3,16, A.J. Allmendinger,Hyperice  (Matthew Kaulig),Chevrolet,62,running,0,0,0
Elkhart Lake,30,18,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,62,running,0,7,0
Elkhart Lake,31,29,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,62,running,0,0,0
Elkhart Lake,32,28,6, Ryan Newman,Kohler Generators  (Jack Roush),Ford,62,running,0,5,0
Elkhart Lake,33,1,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,62,running,15,23,1
Elkhart Lake,34,33,0, Quin Houff,8 Ball Chocolate Whiskey  (StarCom Racing),Chevrolet,62,running,0,3,0
Elkhart Lake,35,30,78, Kyle Tilley,Bremont / Battle Associates  (B.J. McLeod),Ford,60,running,0,2,0
Elkhart Lake,36,11,99, Daniel Suarez,Good Sam Patriotic  (Trackhouse Racing),Chevrolet,53,running,0,1,0
Elkhart Lake,37,24,38, Anthony Alfredo,Speedy Cash  (Bob Jenkins),Ford,42,brakes,0,1,0
Elkhart Lake,38,5,33, Austin Cindric,Pirtek  (Roger Penske),Ford,35,rear gear,2,0,0
Elkhart Lake,39,31,53, Ryan Eversley,Nurtec ODT Preventative  (Rick Ware),Ford,27,rear gear,0,0,0
Elkhart Lake,40,32,37, Ryan Preece,Maxwell House / Kroger  (JTG-Daugherty Racing),Chevrolet,6,engine,0,1,0
Atlanta,1,8,1, Kurt Busch,Gear Wrench  (Chip Ganassi),Chevrolet,260,running,144,59,6
Atlanta,2,2,18, Kyle Busch,Skittles Gummies  (Joe Gibbs),Toyota,260,running,91,54,1
Atlanta,3,5,19, Martin Truex Jr,Auto-Owners Insurance  (Joe Gibbs),Toyota,260,running,0,37,0
Atlanta,4,17,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,260,running,0,48,0
Atlanta,5,15,12, Ryan Blaney,Advance Auto Parts Same Day  (Roger Penske),Ford,260,running,0,36,0
Atlanta,6,7,8, Tyler Reddick,Okuma  (Richard Childress),Chevrolet,260,running,0,42,0
Atlanta,7,1,9, Chase Elliott,Adrenaline Shoc  (Rick Hendrick),Chevrolet,260,running,13,30,0
Atlanta,8,4,20, Christopher Bell,"Craftsman ""Racing For a Miracle""  (Joe Gibbs)",Toyota,260,running,0,29,0
Atlanta,9,12,21, Matt DiBenedetto,Menards / Quaker State  (Wood Brothers),Ford,260,running,0,28,0
Atlanta,10,14,2, Brad Keselowski,Money Lion  (Roger Penske),Ford,260,running,0,30,0
Atlanta,11,21,4, Kevin Harvick,Mobil 1 Summer Road Trip  (Stewart Haas Racing),Ford,260,running,0,27,0
Atlanta,12,13,3, Austin Dillon,Breztri  (Richard Childress),Chevrolet,260,running,0,27,0
Atlanta,13,3,11, Denny Hamlin,"Offerpad ""Awesome Different""  (Joe Gibbs)",Toyota,260,running,2,38,0
Atlanta,14,24,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,260,running,0,23,0
Atlanta,15,11,14, Chase Briscoe,One Cure  (Stewart Haas Racing),Ford,260,running,0,22,0
Atlanta,16,18,17, Chris Buescher,Fastenal  (Jack Roush),Ford,260,running,0,21,0
Atlanta,17,23,41, Cole Custer,Code 3 Associates  (Stewart Haas Racing),Ford,260,running,1,20,0
Atlanta,18,6,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,260,running,0,31,0
Atlanta,19,10,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,259,running,0,22,0
Atlanta,20,19,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,259,running,0,20,0
