Track,EndingPosition,StartingPosition,CarNumber,Driver,Sponsor,Owner,CarManufacturer,TrackType,Length
Phoenix,39,25,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Oval,312
Daytona,1,5,2,AustinCindric,DiscountTire,RogerPenske,Ford,SuperSpeedway,503
Daytona,2,16,23,BubbaWallace,McDonald's,23XIRacing,Toyota,SuperSpeedway,503
Daytona,3,9,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,SuperSpeedway,503
Daytona,4,7,12,RyanBlaney,Menards/BlueDef/Peak,RogerPenske,Ford,SuperSpeedway,503
Daytona,5,38,10,AricAlmirola,Smithifeld,StewartHaasRacing,Ford,SuperSpeedway,503
Daytona,6,10,18,KyleBusch,M&M's,JoeGibbs,Toyota,SuperSpeedway,503
Daytona,7,6,34,MichaelMcDowell,Love'sTravelStops,BobJenkins,Ford,SuperSpeedway,503
Daytona,8,34,15,DavidRagan,SelectBlinds,RickWare,Ford,SuperSpeedway,503
Daytona,9,3,6,BradKeselowski,KohlerGenerators,JackRoush,Ford,SuperSpeedway,503
Daytona,10,11,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,SuperSpeedway,503
Daytona,11,26,42,TyDillon,BlackRifleCoffeeCo.,PettyGMSMotorsports,Chevrolet,SuperSpeedway,503
Daytona,12,33,16,DanielHemric,HeritagePoolSupplyGroup,MatthewKaulig,Chevrolet,SuperSpeedway,503
Daytona,13,14,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,SuperSpeedway,503
Daytona,14,24,7,CoreyLaJoie,Built.com,SpireMotorsports,Chevrolet,SuperSpeedway,503
Daytona,15,27,77,LandonCassill,FoxNation,SpireMotorsports,Chevrolet,SuperSpeedway,503
Daytona,16,4,17,ChrisBuescher,Fastenal,JackRoush,Ford,SuperSpeedway,503
Daytona,17,32,51,CodyWare,NurtecODT,RickWare,Ford,SuperSpeedway,503
Daytona,18,21,99,DanielSuarez,TootsiesOrchidLounge,TrackhouseRacing,Chevrolet,SuperSpeedway,503
Daytona,19,17,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,SuperSpeedway,503
Daytona,20,31,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,SuperSpeedway,503
Daytona,21,20,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,SuperSpeedway,503
Daytona,22,40,27,JacquesVilleneuve,HezebergEngineeringSystems,TeamHezeberg,Ford,SuperSpeedway,503
Daytona,23,25,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,SuperSpeedway,503
Daytona,24,2,48,AlexBowman,Ally,RickHendrick,Chevrolet,SuperSpeedway,503
Daytona,25,36,3,AustinDillon,BassProShops/TrackerOffRoad,RichardChildress,Chevrolet,SuperSpeedway,503
Daytona,26,35,50,KazGrala,PitViperSunglasses,TMTRacing,Chevrolet,SuperSpeedway,503
Daytona,27,37,78,B.J.McLeod,NASCARIgnition,B.J.McLeod,Ford,SuperSpeedway,503
Daytona,28,18,47,RickyStenhouseJr,Kroger/IrishSpring,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,503
Daytona,29,13,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,SuperSpeedway,503
Daytona,30,22,4,KevinHarvick,BuschLight#BuschRaceTeam,StewartHaasRacing,Ford,SuperSpeedway,503
Daytona,31,39,62,NoahGragson,BeardOil/SouthPoint,BeardMotorsports,Chevrolet,SuperSpeedway,503
Daytona,32,1,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,SuperSpeedway,503
Daytona,33,29,38,ToddGilliland,FirstPhaseCreditCard,BobJenkins,Ford,SuperSpeedway,503
Daytona,34,12,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,SuperSpeedway,503
Daytona,35,15,8,TylerReddick,3CHI,RichardChildress,Chevrolet,SuperSpeedway,503
Daytona,36,28,44,GregBiffle,GramblingStateUniversity,JohnathanCohen,Chevrolet,SuperSpeedway,503
Daytona,37,30,11,DennyHamlin,FedExExpress,JoeGibbs,Toyota,SuperSpeedway,503
Daytona,38,23,24,WilliamByron,Axalta,RickHendrick,Chevrolet,SuperSpeedway,503
Daytona,39,8,21,HarrisonBurton,Motorcraft/DexImaging,WoodBrothers,Ford,SuperSpeedway,503
Daytona,40,19,1,RossChastain,AdventHealth,TrackhouseRacing,Chevrolet,SuperSpeedway,503
Fontana,1,13,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,400
Fontana,2,16,3,AustinDillon,DowCoatings,RichardChildress,Chevrolet,Oval,400
Fontana,3,2,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,Oval,400
Fontana,4,15,99,DanielSuarez,FreewayInsurance,TrackhouseRacing,Chevrolet,Oval,400
Fontana,5,7,22,JoeyLogano,AAASouthernCalifornia,RogerPenske,Ford,Oval,400
Fontana,6,31,10,AricAlmirola,Rush/MobilDelvac1,StewartHaasRacing,Ford,Oval,400
Fontana,7,32,4,KevinHarvick,Subway,StewartHaasRacing,Ford,Oval,400
Fontana,8,36,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,Oval,400
Fontana,9,5,16,DanielHemric,PoppyBank,MatthewKaulig,Chevrolet,Oval,400
Fontana,10,17,47,RickyStenhouseJr,Ralph's/HoneyNutCheerios,JTG-DaughertyRacing,Chevrolet,Oval,400
Fontana,11,21,41,ColeCuster,ProductionAllianceGroup,StewartHaasRacing,Ford,Oval,400
Fontana,12,1,2,AustinCindric,Menards/QuakerState,RogerPenske,Ford,Oval,400
Fontana,13,12,19,MartinTruexJr,Reser'sFineFoods,JoeGibbs,Toyota,Oval,400
Fontana,14,3,18,KyleBusch,InterstateBatteries,JoeGibbs,Toyota,Oval,400
Fontana,15,4,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,Oval,400
Fontana,16,24,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,Oval,400
Fontana,17,18,42,TyDillon,Allegiant,PettyGMSMotorsports,Chevrolet,Oval,400
Fontana,18,6,12,RyanBlaney,Wurth,RogerPenske,Ford,Oval,400
Fontana,19,34,23,BubbaWallace,Wheaties,23XIRacing,Toyota,Oval,400
Fontana,20,26,38,ToddGilliland,FrontlineEnterprises,BobJenkins,Ford,Oval,400
Fontana,21,29,15,GarrettSmithley,JacobCompanies,RickWare,Ford,Oval,400
Fontana,22,30,78,B.J.McLeod,PalaCasino,B.J.McLeod,Ford,Oval,400
Fontana,23,35,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,400
Fontana,24,11,8,TylerReddick,Lenovo,RichardChildress,Chevrolet,Oval,400
Fontana,25,14,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,400
Fontana,26,8,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,400
Fontana,27,9,6,BradKeselowski,VioletDefense,JackRoush,Ford,Oval,400
Fontana,28,25,7,CoreyLaJoie,GeneralFormulations/Mutoh,SpireMotorsports,Chevrolet,Oval,400
Fontana,29,33,1,RossChastain,CasaDelSolTequila,TrackhouseRacing,Chevrolet,Oval,400
Fontana,30,28,77,JoshBilicki,PacificCoastTermite,SpireMotorsports,Chevrolet,Oval,400
Fontana,31,23,34,MichaelMcDowell,StageFront,BobJenkins,Ford,Oval,400
Fontana,32,27,51,CodyWare,NurtecODT,RickWare,Ford,Oval,400
Fontana,33,22,21,HarrisonBurton,DexImaging,WoodBrothers,Ford,Oval,400
Fontana,34,10,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,400
Fontana,35,20,17,ChrisBuescher,Fastenal,JackRoush,Ford,Oval,400
Fontana,36,19,20,ChristopherBell,Rheem,JoeGibbs,Toyota,Oval,400
LasVegas,1,13,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,411
LasVegas,2,2,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,Oval,411
LasVegas,3,18,1,RossChastain,ACMAwards,TrackhouseRacing,Chevrolet,Oval,411
LasVegas,4,37,18,KyleBusch,EthelMChocolates,JoeGibbs,Toyota,Oval,411
LasVegas,5,14,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,411
LasVegas,6,20,10,AricAlmirola,Mobil1,StewartHaasRacing,Ford,Oval,411
LasVegas,7,7,8,TylerReddick,BetMGM,RichardChildress,Chevrolet,Oval,411
LasVegas,8,12,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,Oval,411
LasVegas,9,5,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,411
LasVegas,10,1,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,Oval,411
LasVegas,11,10,3,AustinDillon,Breztri,RichardChildress,Chevrolet,Oval,411
LasVegas,12,25,4,KevinHarvick,Rheem/SmurfitKappa,StewartHaasRacing,Ford,Oval,411
LasVegas,13,31,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,Oval,411
LasVegas,14,6,22,JoeyLogano,Pennzoil,RogerPenske,Ford,Oval,411
LasVegas,15,29,7,CoreyLaJoie,SchluterSystems,SpireMotorsports,Chevrolet,Oval,411
LasVegas,16,19,21,HarrisonBurton,Motorcraft/QuickLane,WoodBrothers,Ford,Oval,411
LasVegas,17,28,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,411
LasVegas,18,27,17,ChrisBuescher,WyndhamRewards,JackRoush,Ford,Oval,411
LasVegas,19,3,2,AustinCindric,DiscountTire,RogerPenske,Ford,Oval,411
LasVegas,20,32,42,TyDillon,GoettlAirConditioning,PettyGMSMotorsports,Chevrolet,Oval,411
LasVegas,21,9,47,RickyStenhouseJr,SunnyD,JTG-DaughertyRacing,Chevrolet,Oval,411
LasVegas,22,16,16,DanielHemric,SouthPoint,MatthewKaulig,Chevrolet,Oval,411
LasVegas,23,30,38,ToddGilliland,FrontlineEnterprises,BobJenkins,Ford,Oval,411
LasVegas,24,15,6,BradKeselowski,Fastenal,JackRoush,Ford,Oval,411
LasVegas,25,17,23,BubbaWallace,Dr.PepperCreamSoda,23XIRacing,Toyota,Oval,411
LasVegas,26,33,51,CodyWare,NurtecODT,RickWare,Ford,Oval,411
LasVegas,27,22,34,MichaelMcDowell,StageFront,BobJenkins,Ford,Oval,411
LasVegas,28,35,78,B.J.McLeod,Filtertime,B.J.McLeod,Ford,Oval,411
LasVegas,29,34,77,JoshBilicki,ZeiglerAutoGroup,SpireMotorsports,Chevrolet,Oval,411
LasVegas,30,36,15,GarrettSmithley,TrophyTractor,RickWare,Ford,Oval,411
LasVegas,31,23,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,Oval,411
LasVegas,32,8,11,DennyHamlin,FedExFreight,JoeGibbs,Toyota,Oval,411
LasVegas,33,24,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,Oval,411
LasVegas,34,26,44,GregBiffle,FloridaA&MUniversity,JohnathanCohen,Chevrolet,Oval,411
LasVegas,35,4,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,Oval,411
LasVegas,36,11,12,RyanBlaney,Menards/Pennzoil,RogerPenske,Ford,Oval,411
LasVegas,37,21,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,Oval,411
Phoenix,1,6,14,ChaseBriscoe,MahindraTractors,StewartHaasRacing,Ford,Oval,312
Phoenix,2,17,1,RossChastain,K1Speed,TrackhouseRacing,Chevrolet,Oval,312
Phoenix,3,12,8,TylerReddick,GuaranteedRate,RichardChildress,Chevrolet,Oval,312
Phoenix,4,1,12,RyanBlaney,Menards/Maytag,RogerPenske,Ford,Oval,312
Phoenix,5,15,45,KurtBusch,MoneyLion,23XIRacing,Toyota,Oval,312
Phoenix,6,16,4,KevinHarvick,HuntBrothersPizza,StewartHaasRacing,Ford,Oval,312
Phoenix,7,11,18,KyleBusch,DeWalt,JoeGibbs,Toyota,Oval,312
Phoenix,8,10,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,Oval,312
Phoenix,9,23,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,Oval,312
Phoenix,10,26,17,ChrisBuescher,ITSavvy,JackRoush,Ford,Oval,312
Phoenix,11,19,9,ChaseElliott,UniFirst,RickHendrick,Chevrolet,Oval,312
Phoenix,12,5,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,312
Phoenix,13,2,11,DennyHamlin,FedExOffice,JoeGibbs,Toyota,Oval,312
Phoenix,14,9,48,AlexBowman,Ally/BestFriends,RickHendrick,Chevrolet,Oval,312
Phoenix,15,21,42,TyDillon,BlackRifleCoffeeCo.,PettyGMSMotorsports,Chevrolet,Oval,312
Phoenix,16,25,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,Oval,312
Phoenix,17,28,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,Oval,312
Phoenix,18,3,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,312
Phoenix,19,33,38,ToddGilliland,FrontlineEnterprises,BobJenkins,Ford,Oval,312
Phoenix,20,29,16,A.J.Allmendinger,ActionIndustries,MatthewKaulig,Chevrolet,Oval,312
Phoenix,21,13,3,AustinDillon,GetBioethanol,RichardChildress,Chevrolet,Oval,312
Phoenix,22,27,23,BubbaWallace,RootInsurance,23XIRacing,Toyota,Oval,312
Phoenix,23,18,6,BradKeselowski,VioletDefense,JackRoush,Ford,Oval,312
Phoenix,24,8,2,AustinCindric,AutoTrader,RogerPenske,Ford,Oval,312
Phoenix,25,14,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,Oval,312
Phoenix,26,4,20,ChristopherBell,Rheem/CapitolContainer,JoeGibbs,Toyota,Oval,312
Phoenix,27,22,34,MichaelMcDowell,Love'sTravelStops,BobJenkins,Ford,Oval,312
Phoenix,28,36,47,RickyStenhouseJr,Fry's/NOS,JTG-DaughertyRacing,Chevrolet,Oval,312
Phoenix,29,24,21,HarrisonBurton,DexImaging,WoodBrothers,Ford,Oval,312
Phoenix,30,31,77,LandonCassill,Voyager:CryptoforAll,SpireMotorsports,Chevrolet,Oval,312
Phoenix,31,32,51,CodyWare,NurtecODT,RickWare,Ford,Oval,312
Phoenix,32,35,15,GarrettSmithley,JacobCompanies,RickWare,Ford,Oval,312
Phoenix,33,34,78,B.J.McLeod,PremierBusinessInvestments,B.J.McLeod,Ford,Oval,312
Phoenix,34,7,5,KyleLarson,Valvoline,RickHendrick,Chevrolet,Oval,312
Phoenix,35,20,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,Oval,312
Phoenix,36,30,7,CoreyLaJoie,Built.com,SpireMotorsports,Chevrolet,Oval,312
Atlanta,1,12,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,2,7,1,RossChastain,AdventHealth,TrackhouseRacing,Chevrolet,SuperSpeedway,501
Atlanta,3,9,45,KurtBusch,MonsterEnergy,23XIRacing,Toyota,SuperSpeedway,501
Atlanta,4,13,99,DanielSuarez,CommScope,TrackhouseRacing,Chevrolet,SuperSpeedway,501
Atlanta,5,33,7,CoreyLaJoie,FraternalOrderofEagles,SpireMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,6,6,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,7,14,17,ChrisBuescher,ITSavvy,JackRoush,Ford,SuperSpeedway,501
Atlanta,8,26,19,MartinTruexJr,BassProShops,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,9,3,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,SuperSpeedway,501
Atlanta,10,11,48,AlexBowman,Ally,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,11,22,31,JustinHaley,LeafFilterGutterProtection,MatthewKaulig,Chevrolet,SuperSpeedway,501
Atlanta,12,24,6,BradKeselowski,KohlerGenerators,JackRoush,Ford,SuperSpeedway,501
Atlanta,13,19,23,BubbaWallace,McDonald's,23XIRacing,Toyota,SuperSpeedway,501
Atlanta,14,23,43,ErikJones,FocusFactor,PettyGMSMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,15,1,14,ChaseBriscoe,HighPoint.com,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,16,36,77,JoshBilicki,ZeiglerAutoGroup,SpireMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,17,2,12,RyanBlaney,BodyArmor,RogerPenske,Ford,SuperSpeedway,501
Atlanta,18,35,15,DavidRagan,SelectBlinds,RickWare,Ford,SuperSpeedway,501
Atlanta,19,34,78,B.J.McLeod,Celsius,B.J.McLeod,Ford,SuperSpeedway,501
Atlanta,20,37,44,GregBiffle,StillmanCollege,JohnathanCohen,Chevrolet,SuperSpeedway,501
Atlanta,21,8,4,KevinHarvick,Mobil1,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,22,10,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,23,27,20,ChristopherBell,DeWalt,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,24,29,34,MichaelMcDowell,Fr8Auctions.com,BobJenkins,Ford,SuperSpeedway,501
Atlanta,25,31,21,HarrisonBurton,DEXImaging,WoodBrothers,Ford,SuperSpeedway,501
Atlanta,26,32,51,CodyWare,NurtecODT,RickWare,Ford,SuperSpeedway,501
Atlanta,27,25,38,ToddGilliland,GeorgiaPeanuts,BobJenkins,Ford,SuperSpeedway,501
Atlanta,28,5,8,TylerReddick,3CHI,RichardChildress,Chevrolet,SuperSpeedway,501
Atlanta,29,15,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,30,21,5,KyleLarson,HendrickCars.com,RickHendrick,Chevrolet,SuperSpeedway,501
