Track,EndingPosition,StartingPosition,CarNumber,Driver,Sponsor,Owner,CarManufacturer,TrackType,Length
Daytona,39,31,43,ErikJones,ArmorAl,RichardPettyMotorsports,Chevrolet,SuperSpeedway,500
Daytona,40,32,15,DerrikeCope,JacobCompanie,RickWare,Chevrolet,SuperSpeedway,500
Daytona(Road),1,12,20,ChristopherBell,Rhee,JoeGibbs,Toyota,Road,253
Daytona(Road),2,11,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Road,253
Daytona(Road),3,4,11,DennyHamlin,FedExExpres,JoeGibbs,Toyota,Road,253
Daytona(Road),4,17,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Road,253
Daytona(Road),5,15,2,BradKeselowski,DiscountTir,RogerPenske,Ford,Road,253
Daytona(Road),6,5,4,KevinHarvick,Mobil,StewartHaasRacing,Ford,Road,253
Daytona(Road),7,34,16,A.J.Allmendinger,Hyperic,MatthewKaulig,Chevrolet,Road,253
Daytona(Road),8,2,34,MichaelMcDowell,Fr8Auction,BobJenkins,Ford,Road,253
Daytona(Road),9,6,37,RyanPreece,Kroger/Coca-Col,JTG-DaughertyRacing,Chevrolet,Road,253
Daytona(Road),10,36,48,AlexBowman,All,RickHendrick,Chevrolet,Road,253
Daytona(Road),11,30,17,ChrisBuescher,Fastenal/MCRSafet,JackRoush,Ford,Road,253
Daytona(Road),12,19,19,MartinTruexJr,BassProShops/TrackerBoats&ATV,JoeGibbs,Toyota,Road,253
Daytona(Road),13,13,41,ColeCuster,DixieVodk,StewartHaasRacing,Ford,Road,253
Daytona(Road),14,37,43,ErikJones,Petty'sGarag,RichardPettyMotorsports,Chevrolet,Road,253
Daytona(Road),15,27,12,RyanBlaney,Menards/Libma,RogerPenske,Ford,Road,253
Daytona(Road),16,35,99,DanielSuarez,iFl,TrackhouseRacing,Chevrolet,Road,253
Daytona(Road),17,26,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,Road,253
Daytona(Road),18,16,47,RickyStenhouseJr,Cottonell,JTG-DaughertyRacing,Chevrolet,Road,253
Daytona(Road),19,38,96,TyDillon,ToyotaCertifiedUsedVehicle,GauntBrothers,Toyota,Road,253
Daytona(Road),20,33,6,RyanNewman,CastrolCarbonNeutra,JackRoush,Ford,Road,253
Daytona(Road),21,1,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Road,253
Daytona(Road),22,31,38,AnthonyAlfredo,ThePeteStor,BobJenkins,Ford,Road,253
Daytona(Road),23,39,15,JamesDavison,SigningDaySport,RickWare,Chevrolet,Road,253
Daytona(Road),24,20,77,JustinHaley,AirMedCareNetwor,SpireMotorsports,Chevrolet,Road,253
Daytona(Road),25,21,51,CodyWare,NurtecOD,RickWare,Chevrolet,Road,253
Daytona(Road),26,10,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Road,253
Daytona(Road),27,25,53,GarrettSmithley,ClixWiper,RickWare,Chevrolet,Road,253
Daytona(Road),28,28,78,ScottHeckert,MotorsportGame,B.J.McLeod,Ford,Road,253
Daytona(Road),29,40,66,TimmyHill,CrashClaimsR.u,CarlLong,Toyota,Road,253
Daytona(Road),30,8,5,KyleLarson,NationsGuar,RickHendrick,Chevrolet,Road,253
Daytona(Road),31,7,7,CoreyLaJoie,Netflix/TheCre,SpireMotorsports,Chevrolet,Road,253
Daytona(Road),32,18,14,ChaseBriscoe,FordPerformanceRacingSchoo,StewartHaasRacing,Ford,Road,253
Daytona(Road),33,22,24,WilliamByron,Axalt,RickHendrick,Chevrolet,Road,253
Daytona(Road),34,3,3,AustinDillon,DowMobilityScienc,RichardChildress,Chevrolet,Road,253
Daytona(Road),35,14,18,KyleBusch,InterstateBatterie,JoeGibbs,Toyota,Road,253
Daytona(Road),36,23,52,JoshBilicki,JacobCompanie,RickWare,Ford,Road,253
Daytona(Road),37,32,21,MattDiBenedetto,Motorcraft/QuickLan,WoodBrothers,Ford,Road,253
Daytona(Road),38,24,8,TylerReddick,CATRentalStor,RichardChildress,Chevrolet,Road,253
Daytona(Road),39,9,42,RossChastain,McDonald',ChipGanassi,Chevrolet,Road,253
Daytona(Road),40,29,0,QuinHouff,Mane'NTai,StarComRacing,Chevrolet,Road,253
Homestead,1,31,24,WilliamByron,Axalt,RickHendrick,Chevrolet,Oval,401
Homestead,2,35,8,TylerReddick,Cheddar'sScratchKitche,RichardChildress,Chevrolet,Oval,401
Homestead,3,9,19,MartinTruexJr,BassProShops/TrackerBoats&ATV,JoeGibbs,Toyota,Oval,401
Homestead,4,17,5,KyleLarson,NationsGuar,RickHendrick,Chevrolet,Oval,401
Homestead,5,4,4,KevinHarvick,BuschLigh,StewartHaasRacing,Ford,Oval,401
Homestead,6,6,34,MichaelMcDowell,Love'sTravelStops/Speedc,BobJenkins,Ford,Oval,401
Homestead,7,23,6,RyanNewman,OscarMayerHotDog,JackRoush,Ford,Oval,401
Homestead,8,5,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Oval,401
Homestead,9,13,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,401
Homestead,10,24,18,KyleBusch,M&M'sFudgeBrowni,JoeGibbs,Toyota,Oval,401
Homestead,11,1,11,DennyHamlin,SmallBusinessGrantContes,JoeGibbs,Toyota,Oval,401
Homestead,12,22,3,AustinDillon,BassProShops/TrackerOffRoa,RichardChildress,Chevrolet,Oval,401
Homestead,13,15,47,RickyStenhouseJr,Kroger/TidePowerPod,JTG-DaughertyRacing,Chevrolet,Oval,401
Homestead,14,11,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,401
Homestead,15,21,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,401
Homestead,16,7,2,BradKeselowski,DentWizar,RogerPenske,Ford,Oval,401
Homestead,17,32,42,RossChastain,ChevroletAccessorie,ChipGanassi,Chevrolet,Oval,401
Homestead,18,30,14,ChaseBriscoe,FordPerformanceRacingSchoo,StewartHaasRacing,Ford,Oval,401
Homestead,19,12,17,ChrisBuescher,Fastenal/NortonSaint-Gobai,JackRoush,Ford,Oval,401
Homestead,20,3,20,ChristopherBell,Rhee,JoeGibbs,Toyota,Oval,401
Homestead,21,8,37,RyanPreece,SlimJi,JTG-DaughertyRacing,Chevrolet,Oval,401
Homestead,22,19,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Oval,401
Homestead,23,10,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,401
Homestead,24,27,38,AnthonyAlfredo,DudeWipe,BobJenkins,Ford,Oval,401
Homestead,25,2,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,401
Homestead,26,20,77,JustinHaley,DiamondCreekWate,SpireMotorsports,Chevrolet,Oval,401
Homestead,27,18,43,ErikJones,ArmorAl,RichardPettyMotorsports,Chevrolet,Oval,401
Homestead,28,37,21,MattDiBenedetto,Menards/Moe,WoodBrothers,Ford,Oval,401
Homestead,29,14,12,RyanBlaney,DexImagin,RogerPenske,Ford,Oval,401
Homestead,30,16,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,Oval,401
Homestead,31,28,53,GarrettSmithley,KSDTCPA/RichMarFloris,RickWare,Chevrolet,Oval,401
Homestead,32,26,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,401
Homestead,33,36,52,JoshBilicki,JacobCompanie,RickWare,Ford,Oval,401
Homestead,34,34,78,B.J.McLeod,Traxion.gg/MotorsportGame,B.J.McLeod,Ford,Oval,401
Homestead,35,38,0,QuinHouff,8BallWhiske,StarComRacing,Chevrolet,Oval,401
Homestead,36,25,7,CoreyLaJoie,MarwinSportsAppare,SpireMotorsports,Chevrolet,Oval,401
Homestead,37,29,15,JamesDavison,RickWareRacin,RickWare,Chevrolet,Oval,401
Homestead,38,33,66,TimmyHill,CarlLong,CarlLong,Toyota,Oval,401
LasVegas,1,3,5,KyleLarson,Hendrickcars.com,RickHendrick,Chevrolet,Oval,401
LasVegas,2,10,2,BradKeselowski,DiscountTire,RogerPenske,Ford,Oval,401
LasVegas,3,14,18,KyleBusch,EthelMChocolates,JoeGibbs,Toyota,Oval,401
LasVegas,4,6,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,Oval,401
LasVegas,5,26,12,RyanBlaney,Menards/Pennzoil,RogerPenske,Ford,Oval,401
LasVegas,6,4,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs,JoeGibbs,Toyota,Oval,401
LasVegas,7,16,20,ChristopherBell,Craftsman,JoeGibbs,Toyota,Oval,401
LasVegas,8,2,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,Oval,401
LasVegas,9,15,22,JoeyLogano,Pennzoil,RogerPenske,Ford,Oval,401
LasVegas,10,29,43,ErikJones,MedallionBank,RichardPettyMotorsports,Chevrolet,Oval,401
LasVegas,11,17,47,RickyStenhouseJr,Kroger/Cottonelle/HungryJack,JTG-DaughertyRacing,Chevrolet,Oval,401
LasVegas,12,12,3,AustinDillon,BetMGM,RichardChildress,Chevrolet,Oval,401
LasVegas,13,8,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,401
LasVegas,14,18,17,ChrisBuescher,Fastenal/Loctite,JackRoush,Ford,Oval,401
LasVegas,15,19,37,RyanPreece,NaturalLightNaturdays,JTG-DaughertyRacing,Chevrolet,Oval,401
LasVegas,16,30,21,MattDiBenedetto,Motorcraft/QuickLane,WoodBrothers,Ford,Oval,401
LasVegas,17,5,34,MichaelMcDowell,Love'sTravelStops/Speedco,BobJenkins,Ford,Oval,401
LasVegas,18,13,6,RyanNewman,WyndhamRewards/DaysInn,JackRoush,Ford,Oval,401
LasVegas,19,7,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,Oval,401
LasVegas,20,1,4,KevinHarvick,Mobil1,StewartHaasRacing,Ford,Oval,401
LasVegas,21,24,14,ChaseBriscoe,FordPerformanceRacingSchool,StewartHaasRacing,Ford,Oval,401
LasVegas,22,11,8,TylerReddick,QuartzHillRecords/BenGallaher,RichardChildress,Chevrolet,Oval,401
LasVegas,23,21,42,RossChastain,Clover,ChipGanassi,Chevrolet,Oval,401
LasVegas,24,27,38,AnthonyAlfredo,SpeedyCash,BobJenkins,Ford,Oval,401
LasVegas,25,20,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,Oval,401
LasVegas,26,22,99,DanielSuarez,CampingWorld,TrackhouseRacing,Chevrolet,Oval,401
LasVegas,27,9,48,AlexBowman,Ally,RickHendrick,Chevrolet,Oval,401
LasVegas,28,23,23,BubbaWallace,ColumbiaSportswear,23XIRacing,Toyota,Oval,401
LasVegas,29,25,77,JustinHaley,NationsGuard,SpireMotorsports,Chevrolet,Oval,401
LasVegas,30,34,78,B.J.McLeod,SurfaceSunscreen,B.J.McLeod,Ford,Oval,401
LasVegas,31,31,53,GarrettSmithley,TrophyTractor/TexasStrong,RickWare,Chevrolet,Oval,401
LasVegas,32,32,51,CodyWare,NurtecODT,RickWare,Chevrolet,Oval,401
LasVegas,33,36,0,QuinHouff,8BallChocolateWhiskey,StarComRacing,Chevrolet,Oval,401
LasVegas,34,37,15,JoeyGase,NVDonorNetwork,RickWare,Chevrolet,Oval,401
LasVegas,35,35,52,JoshBilicki,DollarLoanCenter,RickWare,Ford,Oval,401
LasVegas,36,38,66,TimmyHill,LasVegas.net,CarlLong,Toyota,Oval,401
LasVegas,37,33,7,CoreyLaJoie,BuiltBar,SpireMotorsports,Chevrolet,Oval,401
LasVegas,38,28,10,AricAlmirola,SmithfieldPowerBites,StewartHaasRacing,Ford,Oval,401
Phoenix,1,3,5,KyleLarson,Hendrickcars.co,RickHendrick,Chevrolet,Oval,312
Phoenix,2,10,2,BradKeselowski,DiscountTir,RogerPenske,Ford,Oval,312
Phoenix,3,14,18,KyleBusch,EthelMChocolate,JoeGibbs,Toyota,Oval,312
Phoenix,4,6,11,DennyHamlin,FedExGroun,JoeGibbs,Toyota,Oval,312
Phoenix,5,26,12,RyanBlaney,Menards/Pennzoi,RogerPenske,Ford,Oval,312
Phoenix,6,4,19,MartinTruexJr,BassProShops/TrackerBoats&ATV,JoeGibbs,Toyota,Oval,312
Phoenix,7,16,20,ChristopherBell,Craftsma,JoeGibbs,Toyota,Oval,312
Phoenix,8,2,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,Oval,312
Phoenix,9,15,22,JoeyLogano,Pennzoi,RogerPenske,Ford,Oval,312
Phoenix,10,29,43,ErikJones,MedallionBan,RichardPettyMotorsports,Chevrolet,Oval,312
Phoenix,11,17,47,RickyStenhouseJr,Kroger/Cottonelle/HungryJac,JTG-DaughertyRacing,Chevrolet,Oval,312
Phoenix,12,12,3,AustinDillon,BetMG,RichardChildress,Chevrolet,Oval,312
Phoenix,13,8,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,312
Phoenix,14,18,17,ChrisBuescher,Fastenal/Loctit,JackRoush,Ford,Oval,312
Phoenix,15,19,37,RyanPreece,NaturalLightNaturday,JTG-DaughertyRacing,Chevrolet,Oval,312
Phoenix,16,30,21,MattDiBenedetto,Motorcraft/QuickLan,WoodBrothers,Ford,Oval,312
Phoenix,17,5,34,MichaelMcDowell,Love'sTravelStops/Speedc,BobJenkins,Ford,Oval,312
Phoenix,18,13,6,RyanNewman,WyndhamRewards/DaysIn,JackRoush,Ford,Oval,312
Phoenix,19,7,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Oval,312
Phoenix,20,1,4,KevinHarvick,Mobil,StewartHaasRacing,Ford,Oval,312
Phoenix,21,24,14,ChaseBriscoe,FordPerformanceRacingSchoo,StewartHaasRacing,Ford,Oval,312
Phoenix,22,11,8,TylerReddick,QuartzHillRecords/BenGallahe,RichardChildress,Chevrolet,Oval,312
Phoenix,23,21,42,RossChastain,Clove,ChipGanassi,Chevrolet,Oval,312
Phoenix,24,27,38,AnthonyAlfredo,SpeedyCas,BobJenkins,Ford,Oval,312
Phoenix,25,20,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,312
Phoenix,26,22,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,312
Phoenix,27,9,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,312
Phoenix,28,23,23,BubbaWallace,ColumbiaSportswea,23XIRacing,Toyota,Oval,312
Phoenix,29,25,77,JustinHaley,NationsGuar,SpireMotorsports,Chevrolet,Oval,312
Phoenix,30,34,78,B.J.McLeod,SurfaceSunscree,B.J.McLeod,Ford,Oval,312
Phoenix,31,31,53,GarrettSmithley,TrophyTractor/TexasStron,RickWare,Chevrolet,Oval,312
Phoenix,32,32,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,312
Phoenix,33,36,0,QuinHouff,8BallChocolateWhiske,StarComRacing,Chevrolet,Oval,312
Phoenix,34,37,15,JoeyGase,NVDonorNetwor,RickWare,Chevrolet,Oval,312
Phoenix,35,35,52,JoshBilicki,DollarLoanCente,RickWare,Ford,Oval,312
Phoenix,36,38,66,TimmyHill,LasVegas.ne,CarlLong,Toyota,Oval,312
Phoenix,37,33,7,CoreyLaJoie,BuiltBa,SpireMotorsports,Chevrolet,Oval,312
Phoenix,38,28,10,AricAlmirola,SmithfieldPowerBite,StewartHaasRacing,Ford,Oval,312
Atlanta,1,10,12,RyanBlaney,BodyArmo,RogerPenske,Ford,SuperSpeedway,501
Atlanta,2,6,5,KyleLarson,Hendrickcars.co,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,3,14,48,AlexBowman,All,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,4,1,11,DennyHamlin,FedExExpres,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,5,19,18,KyleBusch,M&M'sMessage,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,6,13,3,AustinDillon,BassProShops/TrackerOffRoa,RichardChildress,Chevrolet,SuperSpeedway,501
Atlanta,7,17,17,ChrisBuescher,Fastena,JackRoush,Ford,SuperSpeedway,501
Atlanta,8,9,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,9,2,19,MartinTruexJr,BassProShops/TrackerBoats&ATV,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,10,7,4,KevinHarvick,HuntBrothersPizz,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,11,20,21,MattDiBenedetto,Menards/Mayta,WoodBrothers,Ford,SuperSpeedway,501
Atlanta,12,12,47,RickyStenhouseJr,Kroger/Cottonelle/Cheerio,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,501
Atlanta,13,28,6,RyanNewman,KohlerGenerator,JackRoush,Ford,SuperSpeedway,501
Atlanta,14,21,42,RossChastain,TubiT,ChipGanassi,Chevrolet,SuperSpeedway,501
Atlanta,15,3,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,SuperSpeedway,501
Atlanta,16,15,23,BubbaWallace,McDonald',23XIRacing,Toyota,SuperSpeedway,501
Atlanta,17,25,99,DanielSuarez,CommScop,TrackhouseRacing,Chevrolet,SuperSpeedway,501
Atlanta,18,27,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,19,18,34,MichaelMcDowell,Fr8Auction,BobJenkins,Ford,SuperSpeedway,501
Atlanta,20,16,10,AricAlmirola,PitBossPlatinu,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,21,8,20,ChristopherBell,SiriusX,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,22,39,33,AustinCindric,Pirte,RogerPenske,Ford,SuperSpeedway,501
Atlanta,23,24,14,ChaseBriscoe,HighPoint.com/Co-OpFinancia,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,24,22,43,ErikJones,Petty'sGarag,RichardPettyMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,25,23,37,RyanPreece,Planter,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,501
Atlanta,26,29,8,TylerReddick,AlscoUniform,RichardChildress,Chevrolet,SuperSpeedway,501
Atlanta,27,32,38,AnthonyAlfredo,GeorgiaPeanut,BobJenkins,Ford,SuperSpeedway,501
Atlanta,28,4,2,BradKeselowski,AutoTrade,RogerPenske,Ford,SuperSpeedway,501
Atlanta,29,30,7,CoreyLaJoie,NFLAlumni/FoldsofHono,SpireMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,30,26,77,JustinHaley,DiamondCreekWate,SpireMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,31,33,51,CodyWare,NurtecOD,RickWare,Chevrolet,SuperSpeedway,501
Atlanta,32,34,15,JamesDavison,SmartSanitize,RickWare,Chevrolet,SuperSpeedway,501
Atlanta,33,35,0,QuinHouff,8BallChocolateWhiske,StarComRacing,Chevrolet,SuperSpeedway,501
Atlanta,34,31,78,B.J.McLeod,SurfaceSunscree,B.J.McLeod,Ford,SuperSpeedway,501
Atlanta,35,36,53,JoeyGase,DonateLifeGeorgi,RickWare,Chevrolet,SuperSpeedway,501
Atlanta,36,38,66,TimmyHill,SupremeTransportationGrou,CarlLong,Toyota,SuperSpeedway,501
Atlanta,37,37,52,JoshBilicki,InsuranceKin,RickWare,Ford,SuperSpeedway,501
Atlanta,38,5,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,39,11,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,SuperSpeedway,501
Bristol(Dirt),1,10,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,135
Bristol(Dirt),2,13,47,RickyStenhouseJr,Kroge,JTG-DaughertyRacing,Chevrolet,Oval,135
Bristol(Dirt),3,2,11,DennyHamlin,FedExFreigh,JoeGibbs,Toyota,Oval,135
Bristol(Dirt),4,18,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,135
Bristol(Dirt),5,14,6,RyanNewman,OscarMayerColdCut,JackRoush,Ford,Oval,135
Bristol(Dirt),6,8,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,Oval,135
Bristol(Dirt),7,27,8,TylerReddick,BetMG,RichardChildress,Chevrolet,Oval,135
Bristol(Dirt),8,3,12,RyanBlaney,AdvanceMyTruckChalleng,RogerPenske,Ford,Oval,135
Bristol(Dirt),9,24,43,ErikJones,Tide/FoodCit,RichardPettyMotorsports,Chevrolet,Oval,135
Bristol(Dirt),10,26,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,135
Bristol(Dirt),11,20,2,BradKeselowski,DiscountTir,RogerPenske,Ford,Oval,135
Bristol(Dirt),12,16,34,MichaelMcDowell,Love'sTravelStop,BobJenkins,Ford,Oval,135
Bristol(Dirt),13,12,21,MattDiBenedetto,Menards/QuakerStat,WoodBrothers,Ford,Oval,135
Bristol(Dirt),14,11,17,ChrisBuescher,Fastena,JackRoush,Ford,Oval,135
Bristol(Dirt),15,6,4,KevinHarvick,BuschLigh,StewartHaasRacing,Ford,Oval,135
Bristol(Dirt),16,28,1,KurtBusch,MonsterEnerg,ChipGanassi,Chevrolet,Oval,135
Bristol(Dirt),17,4,18,KyleBusch,M&M'sMessage,JoeGibbs,Toyota,Oval,135
Bristol(Dirt),18,22,37,RyanPreece,Bush'sBeans/Kroge,JTG-DaughertyRacing,Chevrolet,Oval,135
Bristol(Dirt),19,5,19,MartinTruexJr,Auto-OwnersInsuranc,JoeGibbs,Toyota,Oval,135
Bristol(Dirt),20,25,14,ChaseBriscoe,HighPoint.co,StewartHaasRacing,Ford,Oval,135
Bristol(Dirt),21,9,3,AustinDillon,BassProShops/TrackerOffRoa,RichardChildress,Chevrolet,Oval,135
Bristol(Dirt),22,7,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,135
Bristol(Dirt),23,32,77,StewartFriesen,HalmarInternationa,SpireMotorsports,Chevrolet,Oval,135
Bristol(Dirt),24,21,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,135
Bristol(Dirt),25,33,0,QuinHouff,Mane'nTai,StarComRacing,Chevrolet,Oval,135
Bristol(Dirt),26,39,96,TyDillon,BassProShop,GauntBrothers,Toyota,Oval,135
Bristol(Dirt),27,19,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Oval,135
Bristol(Dirt),28,34,53,J.J.Yeley,JacobCompanie,RickWare,Chevrolet,Oval,135
Bristol(Dirt),29,1,5,KyleLarson,Freightline,RickHendrick,Chevrolet,Oval,135
Bristol(Dirt),30,37,52,JoshBilicki,JunctionFuel,RickWare,Ford,Oval,135
Bristol(Dirt),31,38,66,MikeMarlar,LiftKits4Less.co,CarlLong,Toyota,Oval,135
Bristol(Dirt),32,31,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,135
Bristol(Dirt),33,36,15,ChrisWindom,NOSEnergyDrin,RickWare,Chevrolet,Oval,135
Bristol(Dirt),34,15,20,ChristopherBell,"Irwin""TradeStrong",JoeGibbs,Toyota,Oval,135
Bristol(Dirt),35,17,42,RossChastain,Clove,ChipGanassi,Chevrolet,Oval,135
Bristol(Dirt),36,23,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,Oval,135
Bristol(Dirt),37,35,78,ShaneGolobic,ElkGroveFord/NOSEnerg,B.J.McLeod,Ford,Oval,135
Bristol(Dirt),38,30,7,CoreyLaJoie,NASCARTrucksatKnoxvill,SpireMotorsports,Chevrolet,Oval,135
Bristol(Dirt),39,29,38,AnthonyAlfredo,DudeWipe,BobJenkins,Ford,Oval,135
Martinsville,1,7,19,MartinTruexJr,BassProShops/TrackerBoats&ATV,JoeGibbs,Toyota,Oval,263
Martinsville,2,5,9,ChaseElliott,NAPAAutoPart,RickHendrick,Chevrolet,Oval,263
Martinsville,3,2,11,DennyHamlin,FedExOffic,JoeGibbs,Toyota,Oval,263
Martinsville,4,3,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,Oval,263
Martinsville,5,19,5,KyleLarson,Hendrickcars.co,RickHendrick,Chevrolet,Oval,263
Martinsville,6,1,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,263
Martinsville,7,23,20,ChristopherBell,Toyot,JoeGibbs,Toyota,Oval,263
Martinsville,8,13,8,TylerReddick,ChildressVineyard,RichardChildress,Chevrolet,Oval,263
Martinsville,9,9,4,KevinHarvick,BuschN,StewartHaasRacing,Ford,Oval,263
Martinsville,10,12,18,KyleBusch,SnickersPeanutBrownieSquare,JoeGibbs,Toyota,Oval,263
Martinsville,11,4,12,RyanBlaney,Menards/Pennzoi,RogerPenske,Ford,Oval,263
Martinsville,12,22,21,MattDiBenedetto,Motorcraft/QuickLan,WoodBrothers,Ford,Oval,263
Martinsville,13,15,17,ChrisBuescher,Fastenal/Georgia-Pacifi,JackRoush,Ford,Oval,263
Martinsville,14,18,3,AustinDillon,AmericanEthano,RichardChildress,Chevrolet,Oval,263
Martinsville,15,6,47,RickyStenhouseJr,Kroger/Cres,JTG-DaughertyRacing,Chevrolet,Oval,263
Martinsville,16,25,23,BubbaWallace,DoorDas,23XIRacing,Toyota,Oval,263
Martinsville,17,27,42,RossChastain,ChevroletAccessorie,ChipGanassi,Chevrolet,Oval,263
Martinsville,18,26,41,ColeCuster,HaasTooling.co,StewartHaasRacing,Ford,Oval,263
Martinsville,19,8,6,RyanNewman,GuaranteedRat,JackRoush,Ford,Oval,263
Martinsville,20,31,10,AricAlmirola,SmithfieldAnytimeFavorite,StewartHaasRacing,Ford,Oval,263
Martinsville,21,21,1,KurtBusch,GearWrenc,ChipGanassi,Chevrolet,Oval,263
Martinsville,22,37,15,JamesDavison,JacobCompanie,RickWare,Chevrolet,Oval,263
Martinsville,23,33,52,JoshBilicki,InsuranceKin,RickWare,Ford,Oval,263
Martinsville,24,29,0,QuinHouff,GardnerMars,StarComRacing,Chevrolet,Oval,263
Martinsville,25,28,53,J.J.Yeley,FatboyIceCrea,RickWare,Chevrolet,Oval,263
Martinsville,26,35,38,AnthonyAlfredo,iRacin,BobJenkins,Ford,Oval,263
Martinsville,27,24,14,ChaseBriscoe,RushTruckCenter,StewartHaasRacing,Ford,Oval,263
Martinsville,28,32,51,CodyWare,NurtecOD,RickWare,Chevrolet,Oval,263
Martinsville,29,36,78,B.J.McLeod,CorvetteParts.ne,B.J.McLeod,Ford,Oval,263
Martinsville,30,16,43,ErikJones,Petty'sGarag,RichardPettyMotorsports,Chevrolet,Oval,263
Martinsville,31,14,34,MichaelMcDowell,FR8Auction,BobJenkins,Ford,Oval,263
Martinsville,32,11,99,DanielSuarez,CampingWorl,TrackhouseRacing,Chevrolet,Oval,263
Martinsville,33,10,2,BradKeselowski,AutoTrade,RogerPenske,Ford,Oval,263
Martinsville,34,20,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,263
Martinsville,35,30,77,JustinHaley,DiamondCreekWate,SpireMotorsports,Chevrolet,Oval,263
Martinsville,36,17,37,RyanPreece,LouisianaHotSauc,JTG-DaughertyRacing,Chevrolet,Oval,263
Martinsville,37,34,7,CoreyLaJoie,Ark.i,SpireMotorsports,Chevrolet,Oval,263
Richmond,1,24,48,AlexBowman,All,RickHendrick,Chevrolet,Oval,300
Richmond,2,2,11,DennyHamlin,FedExGroun,JoeGibbs,Toyota,Oval,300
Richmond,3,5,22,JoeyLogano,Shell/Pennzoi,RogerPenske,Ford,Oval,300
Richmond,4,8,20,ChristopherBell,SiriusX,JoeGibbs,Toyota,Oval,300
Richmond,5,1,19,MartinTruexJr,Auto-OwnersInsuranc,JoeGibbs,Toyota,Oval,300
Richmond,6,22,10,AricAlmirola,Smithfiel,StewartHaasRacing,Ford,Oval,300
Richmond,7,4,24,WilliamByron,LibertyUniversit,RickHendrick,Chevrolet,Oval,300
