RaceNumber,Track,Pos,Start,Car Number,Owner,Sponsor / Owner,Manufact,Laps,Status,Led,Pts,Playoff Points,Track Type
35,Martinsville,30,24,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,497,running,0,7,0,Oval
35,Martinsville,31,32,42,   Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,496,running,0,0,0,Oval
35,Martinsville,32,22,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,496,running,0,5,0,Oval
35,Martinsville,33,10,6,   Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,306,running,0,16,0,Oval
35,Martinsville,34,27,99,   Daniel Suarez,Jockey Outdoors By Luke Bryan   (Trackhouse Racing),Chevrolet,274,dvp,0,3,0,Oval
35,Martinsville,35,35,15,   J.J. Yeley,Rick Ware,Ford,271,crash,0,0,0,Oval
35,Martinsville,36,36,78,   B.J. McLeod,Falk'd Up Garage   (B.J. McLeod),Chevrolet,147,overheating,0,0,0,Oval
36,Phoenix,1,8,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,312,running,157,57,5,Oval
36,Phoenix,2,15,12,   Ryan Blaney,Menards Dutch Boy   (Roger Penske),Ford,312,running,2,35,0,Oval
36,Phoenix,3,4,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,312,running,0,34,0,Oval
36,Phoenix,4,1,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,312,running,95,33,1,Oval
36,Phoenix,5,9,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,312,running,18,47,1,Oval
36,Phoenix,6,2,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,312,running,1,41,0,Oval
36,Phoenix,7,3,4,   Kevin Harvick,Busch Light Harvick   (Stewart Haas Racing),Ford,312,running,23,47,0,Oval
36,Phoenix,8,6,11,   Denny Hamlin,FedEx   (Joe Gibbs),Toyota,312,running,14,29,0,Oval
36,Phoenix,9,19,34,   Michael McDowell,Love's / Delo   (Bob Jenkins),Ford,312,running,0,28,0,Oval
36,Phoenix,10,5,23,   Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,312,running,0,37,0,Oval
36,Phoenix,11,16,99,   Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,312,running,0,26,0,Oval
36,Phoenix,12,21,3,   Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,312,running,0,25,0,Oval
36,Phoenix,13,28,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,312,running,0,24,0,Oval
36,Phoenix,14,12,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,312,running,0,23,0,Oval
36,Phoenix,15,31,6,   Brad Keselowski,Castrol Edge   (Jack Roush),Ford,312,running,0,24,0,Oval
36,Phoenix,16,20,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,312,running,0,21,0,Oval
36,Phoenix,17,23,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,312,running,0,20,0,Oval
36,Phoenix,18,17,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,312,running,0,19,0,Oval
36,Phoenix,19,22,42,   Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,312,running,0,0,0,Oval
36,Phoenix,20,7,43,   Erik Jones,Allegiant Allways Rewards   (Legacy Motor Club),Chevrolet,312,running,0,21,0,Oval
36,Phoenix,21,11,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,312,running,0,16,0,Oval
36,Phoenix,22,10,45,   Tyler Reddick,TOYOTA   (23XI Racing),Toyota,312,running,0,15,0,Oval
36,Phoenix,23,24,47,   Ricky Stenhouse Jr,Fry's/Cheez-It   (JTG-Daugherty Racing),Chevrolet,312,running,0,14,0,Oval
36,Phoenix,24,26,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,312,running,2,13,0,Oval
36,Phoenix,25,18,8,   Kyle Busch,3CHI   (Richard Childress),Chevrolet,311,running,0,12,0,Oval
36,Phoenix,26,25,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,311,running,0,11,0,Oval
36,Phoenix,27,34,15,   J.J. Yeley,Total PointPatriot Mobile   (Rick Ware),Ford,311,running,0,0,0,Oval
36,Phoenix,28,33,77,   Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,310,running,0,9,0,Oval
36,Phoenix,29,35,31,   Justin Haley,Campers Inn RV   (Matthew Kaulig),Chevrolet,310,running,0,8,0,Oval
36,Phoenix,30,14,38,   Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,309,running,0,7,0,Oval
36,Phoenix,31,29,7,   Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,308,running,0,6,0,Oval
36,Phoenix,32,32,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,308,running,0,5,0,Oval
36,Phoenix,33,36,78,   B.J. McLeod,Pala Casino   (B.J. McLeod),Chevrolet,306,running,0,0,0,Oval
36,Phoenix,34,30,51,   Ryan Newman,Serial 1 E-Bikes   (Rick Ware),Ford,305,running,0,0,0,Oval
36,Phoenix,35,27,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,301,running,0,2,0,Oval
36,Phoenix,36,13,20,   Christopher Bell,Rheem - DEWALT   (Joe Gibbs),Toyota,108,crash,0,1,0,Oval
