RaceNumber,Track,Pos,Start,Car Number,Owner,Sponsor / Owner,Manufact,Laps,Status,Led,Pts,Playoff Points,Track Type
17,Nashville,20,36,7,   Corey LaJoie,Garner Trucking   (Spire Motorsports),Chevrolet,300,running,0,17,0,Oval
17,Nashville,21,31,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,300,running,0,16,0,Oval
17,Nashville,22,28,47,   Ricky Stenhouse Jr,Kroger/Ball Park Buns   (JTG-Daugherty Racing),Chevrolet,299,running,0,15,0,Oval
17,Nashville,23,3,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,299,running,0,14,0,Oval
17,Nashville,24,17,4,   Kevin Harvick,Busch Light Peach   (Stewart Haas Racing),Ford,299,running,0,15,0,Oval
17,Nashville,25,21,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,299,running,0,12,0,Oval
17,Nashville,26,30,42,   Noah Gragson,Black Rifle Coffee Company   (Legacy Motor Club),Chevrolet,299,running,0,11,0,Oval
17,Nashville,27,24,2,   Austin Cindric,Snap On   (Roger Penske),Ford,299,running,0,10,0,Oval
17,Nashville,28,33,34,   Michael McDowell,Love's / Fleetguard   (Bob Jenkins),Ford,299,running,0,9,0,Oval
17,Nashville,29,29,51,   J.J. Yeley,Patriot Mobile   (Rick Ware),Ford,298,running,0,0,0,Oval
17,Nashville,30,2,45,   Tyler Reddick,The Big 615/MoneyLion   (23XI Racing),Toyota,298,running,33,17,1,Oval
17,Nashville,31,18,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,298,running,0,6,0,Oval
17,Nashville,32,34,77,   Ty Dillon,Raze Tea   (Spire Motorsports),Chevrolet,298,running,4,5,0,Oval
17,Nashville,33,32,15,   Brennan Poole,Macc Door Systems   (Rick Ware),Ford,297,running,0,0,0,Oval
17,Nashville,34,35,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,297,running,0,0,0,Oval
17,Nashville,35,27,38,   Todd Gilliland,Serial 1 E-Bikes   (Bob Jenkins),Ford,296,running,0,2,0,Oval
17,Nashville,36,13,12,   Ryan Blaney,MenardsPennzoil   (Roger Penske),Ford,146,crash,0,1,0,Oval
18,Chicago,1,3,91,   Shane Van Gisbergen,Enhance Health   (Trackhouse Racing),Chevrolet,78,running,9,55,5,Road
18,Chicago,2,37,31,   Justin Haley,Benesch Law   (Matthew Kaulig),Chevrolet,78,running,23,35,0,Road
18,Chicago,3,26,9,   Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,78,running,0,34,0,Road
18,Chicago,4,7,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,78,running,0,46,0,Road
18,Chicago,5,18,8,   Kyle Busch,3CHI   (Richard Childress),Chevrolet,78,running,0,32,0,Road
18,Chicago,6,31,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,78,running,0,31,0,Road
18,Chicago,7,6,34,   Michael McDowell,Chicago Pneumatic Compressors   (Bob Jenkins),Ford,78,running,0,42,0,Road
18,Chicago,8,9,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,78,running,0,29,0,Road
18,Chicago,9,12,54,   Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,78,running,1,35,0,Road
18,Chicago,10,15,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,78,running,0,27,0,Road
18,Chicago,11,1,11,   Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,78,running,0,26,0,Road
18,Chicago,12,24,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,78,running,0,25,0,Road
18,Chicago,13,22,24,   William Byron,Valvoline   (Rick Hendrick),Chevrolet,78,running,0,24,0,Road
18,Chicago,14,19,7,   Corey LaJoie,Celsius   (Spire Motorsports),Chevrolet,78,running,0,23,0,Road
18,Chicago,15,28,41,   Ryan Preece,Operating Engineers   (Stewart Haas Racing),Ford,78,running,0,22,0,Road
18,Chicago,16,21,43,   Erik Jones,DRAIVER   (Legacy Motor Club),Chevrolet,78,running,0,21,0,Road
18,Chicago,17,10,16,   A.J. Allmendinger,Bath Plant by BCI Acrylics   (Matthew Kaulig),Chevrolet,78,running,0,25,0,Road
18,Chicago,18,4,20,   Christopher Bell,CRAFTSMAN Racing for a Miracle   (Joe Gibbs),Toyota,78,running,37,39,2,Road
18,Chicago,19,25,38,   Todd Gilliland,gener8tor Skills   (Bob Jenkins),Ford,78,running,0,18,0,Road
18,Chicago,20,16,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,78,running,0,18,0,Road
18,Chicago,21,8,15,   Jenson Button,Mobil 1   (Rick Ware),Ford,78,running,0,17,0,Road
18,Chicago,22,34,1,   Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,78,running,0,15,0,Road
18,Chicago,23,27,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,78,running,0,0,0,Road
18,Chicago,24,20,6,   Brad Keselowski,Elk Grove Village   (Jack Roush),Ford,78,running,0,13,0,Road
18,Chicago,25,23,42,   Noah Gragson,Wendy's   (Legacy Motor Club),Chevrolet,78,running,0,12,0,Road
18,Chicago,26,30,51,   Andy Lally,Camping World   (Rick Ware),Ford,78,running,0,11,0,Road
18,Chicago,27,5,99,   Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,78,running,0,19,0,Road
18,Chicago,28,2,45,   Tyler Reddick,Monster Energy   (23XI Racing),Toyota,78,running,8,26,0,Road
18,Chicago,29,35,4,   Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,78,running,0,8,0,Road
18,Chicago,30,32,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,78,running,0,7,0,Road
18,Chicago,31,14,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,78,running,0,6,0,Road
18,Chicago,32,11,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,77,running,0,15,0,Road
18,Chicago,33,17,12,   Ryan Blaney,Menards Dutch Boy   (Roger Penske),Ford,77,running,0,4,0,Road
18,Chicago,34,36,47,   Ricky Stenhouse Jr,Mariano's/SunnyD   (JTG-Daugherty Racing),Chevrolet,77,running,0,3,0,Road
18,Chicago,35,33,77,   Ty Dillon,Chicago White Sox   (Spire Motorsports),Chevrolet,67,suspension,0,2,0,Road
18,Chicago,36,29,3,   Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,62,crash,0,1,0,Road
18,Chicago,37,13,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,40,crash,0,1,0,Road
19,Atlanta,1,18,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,185,running,19,46,5,Super Speedway
19,Atlanta,2,26,99,   Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,185,running,0,35,0,Super Speedway
19,Atlanta,3,19,16,   A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,185,running,6,40,0,Super Speedway
19,Atlanta,4,20,34,   Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,185,running,0,39,0,Super Speedway
19,Atlanta,5,22,8,   Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,185,running,0,32,0,Super Speedway
19,Atlanta,6,11,6,   Brad Keselowski,Castrol Edge   (Jack Roush),Ford,185,running,19,41,1,Super Speedway
19,Atlanta,7,24,15,   J.J. Yeley,Patriot Mobile   (Rick Ware),Ford,185,running,0,0,0,Super Speedway
19,Atlanta,8,17,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,185,running,0,33,0,Super Speedway
19,Atlanta,9,2,12,   Ryan Blaney,Wurth   (Roger Penske),Ford,185,running,20,47,1,Super Speedway
19,Atlanta,10,29,47,   Ricky Stenhouse Jr,Kroger/ Slim Jim   (JTG-Daugherty Racing),Chevrolet,185,running,0,27,0,Super Speedway
19,Atlanta,11,25,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,185,running,0,26,0,Super Speedway
19,Atlanta,12,10,2,   Austin Cindric,Menards Quaker State   (Roger Penske),Ford,185,running,10,36,0,Super Speedway
19,Atlanta,13,23,9,   Chase Elliott,NAPA/Children's   (Rick Hendrick),Chevrolet,185,running,0,24,0,Super Speedway
19,Atlanta,14,14,11,   Denny Hamlin,Coca-Cola   (Joe Gibbs),Toyota,185,running,0,23,0,Super Speedway
19,Atlanta,15,15,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,185,running,39,30,0,Super Speedway
19,Atlanta,16,9,38,   Todd Gilliland,Georgia Peanuts   (Bob Jenkins),Ford,185,running,0,21,0,Super Speedway
19,Atlanta,17,4,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,185,running,11,27,0,Super Speedway
19,Atlanta,18,1,10,   Aric Almirola,Smithfield / IHOP   (Stewart Haas Racing),Ford,185,running,46,20,0,Super Speedway
19,Atlanta,19,27,77,   Ty Dillon,Raze Energy Blue Shock   (Spire Motorsports),Chevrolet,185,running,0,18,0,Super Speedway
19,Atlanta,20,35,78,   B.J. McLeod,Gunk   (B.J. McLeod),Chevrolet,185,running,1,17,0,Super Speedway
19,Atlanta,21,33,3,   Austin Dillon,Dow Salutes Veterans   (Richard Childress),Chevrolet,185,running,0,16,0,Super Speedway
19,Atlanta,22,3,14,   Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,185,running,0,15,0,Super Speedway
19,Atlanta,23,34,20,   Christopher Bell,Rheem   (Joe Gibbs),Toyota,185,running,0,21,0,Super Speedway
19,Atlanta,24,13,41,   Ryan Preece,Sony Mobile ES   (Stewart Haas Racing),Ford,185,running,0,14,0,Super Speedway
19,Atlanta,25,37,23,   Bubba Wallace,Leidos   (23XI Racing),Toyota,185,running,5,17,0,Super Speedway
19,Atlanta,26,36,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,185,running,0,11,0,Super Speedway
19,Atlanta,27,12,45,   Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,185,running,0,12,0,Super Speedway
19,Atlanta,28,5,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,184,running,0,9,0,Super Speedway
19,Atlanta,29,16,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,184,running,5,16,0,Super Speedway
19,Atlanta,30,6,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,181,running,0,7,0,Super Speedway
19,Atlanta,31,28,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,179,running,0,6,0,Super Speedway
19,Atlanta,32,21,51,   Cole Custer,Jacob Companies   (Rick Ware),Ford,178,running,0,0,0,Super Speedway
19,Atlanta,33,31,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,174,running,0,4,0,Super Speedway
19,Atlanta,34,7,54,   Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,150,running,0,3,0,Super Speedway
19,Atlanta,35,30,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,124,dvp,0,2,0,Super Speedway
19,Atlanta,36,8,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,111,crash,4,10,0,Super Speedway
19,Atlanta,37,32,62,   Austin Hill,Bennett Transportation/Beard   (Beard Motorsports),Chevrolet,92,dvp,0,0,0,Super Speedway
20,Loudon,1,2,19,   Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,301,running,254,60,7,Oval
20,Loudon,2,4,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,301,running,2,45,0,Oval
20,Loudon,3,15,5,   Kyle Larson,Valvoline   (Rick Hendrick),Chevrolet,301,running,6,43,0,Oval
20,Loudon,4,13,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,301,running,10,38,0,Oval
20,Loudon,5,9,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,301,running,0,35,0,Oval
20,Loudon,6,6,45,   Tyler Reddick,Draft Kings Network   (23XI Racing),Toyota,301,running,0,41,0,Oval
20,Loudon,7,20,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,301,running,0,40,0,Oval
20,Loudon,8,8,23,   Bubba Wallace,DraftKings   (23XI Racing),Toyota,301,running,0,29,0,Oval
20,Loudon,9,11,3,   Austin Dillon,Bass Pro Shops Club   (Richard Childress),Chevrolet,301,running,12,28,0,Oval
20,Loudon,10,27,14,   Chase Briscoe,Mobil 1 Gen G   (Stewart Haas Racing),Ford,301,running,0,27,0,Oval
20,Loudon,11,30,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,301,running,0,26,0,Oval
20,Loudon,12,18,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,301,running,0,25,0,Oval
20,Loudon,13,17,34,   Michael McDowell,The Pete Store   (Bob Jenkins),Ford,301,running,0,25,0,Oval
20,Loudon,14,25,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,301,running,0,27,0,Oval
20,Loudon,15,26,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,301,running,0,22,0,Oval
20,Loudon,16,12,99,   Daniel Suarez,SLAM! Foundation   (Trackhouse Racing),Chevrolet,301,running,0,24,0,Oval
20,Loudon,17,19,31,   Justin Haley,Campers Inn RV   (Matthew Kaulig),Chevrolet,301,running,0,20,0,Oval
20,Loudon,18,16,47,   Ricky Stenhouse Jr,Kroger/Drumstick   (JTG-Daugherty Racing),Chevrolet,301,running,3,19,0,Oval
20,Loudon,19,14,16,   A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,301,running,0,18,0,Oval
20,Loudon,20,28,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,301,running,0,17,0,Oval
20,Loudon,21,23,38,   Todd Gilliland,A&W Root Beer Float   (Bob Jenkins),Ford,301,running,0,16,0,Oval
20,Loudon,22,5,12,   Ryan Blaney,Menards Sylvania   (Roger Penske),Ford,301,running,0,28,0,Oval
20,Loudon,23,31,1,   Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,301,running,0,14,0,Oval
20,Loudon,24,7,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,301,running,9,22,0,Oval
20,Loudon,25,22,2,   Austin Cindric,AutoTrader   (Roger Penske),Ford,301,running,0,12,0,Oval
20,Loudon,26,35,77,   Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,301,running,0,11,0,Oval
20,Loudon,27,36,54,   Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,301,running,0,10,0,Oval
20,Loudon,28,21,41,   Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,300,running,0,9,0,Oval
20,Loudon,29,1,20,   Christopher Bell,Rheem/ Watts   (Joe Gibbs),Toyota,299,running,1,14,0,Oval
20,Loudon,30,33,15,   Ryan Newman,Parts Plus   (Rick Ware),Ford,299,running,0,7,0,Oval
20,Loudon,31,32,78,   B.J. McLeod,Circle B Diecast   (B.J. McLeod),Chevrolet,295,running,0,6,0,Oval
20,Loudon,32,29,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,268,crash,0,5,0,Oval
20,Loudon,33,24,7,   Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,176,running,0,4,0,Oval
20,Loudon,34,3,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,168,crash,4,10,0,Oval
20,Loudon,35,34,51,   Cole Custer,Biohaven/Jacob Co.   (Rick Ware),Ford,130,crash,0,0,0,Oval
20,Loudon,36,10,8,   Kyle Busch,Lenovo   (Richard Childress),Chevrolet,71,crash,0,1,0,Oval
21,Pocono,1,8,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,160,running,9,55,5,Oval
21,Pocono,2,7,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,160,running,15,47,0,Oval
21,Pocono,3,2,19,   Martin Truex Jr,Interstate Batteries   (Joe Gibbs),Toyota,160,running,20,44,0,Oval
21,Pocono,4,4,4,   Kevin Harvick,Busch Light Peach   (Stewart Haas Racing),Ford,160,running,0,33,0,Oval
21,Pocono,5,11,54,   Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,160,running,4,36,0,Oval
21,Pocono,6,5,20,   Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,160,running,0,31,0,Oval
21,Pocono,7,22,47,   Ricky Stenhouse Jr,Blue Buffalo   (JTG-Daugherty Racing),Chevrolet,160,running,0,30,0,Oval
21,Pocono,8,26,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,160,running,0,29,0,Oval
21,Pocono,9,24,43,   Erik Jones,U.S. Air Force   (Legacy Motor Club),Chevrolet,160,running,0,29,0,Oval
21,Pocono,10,35,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,160,running,0,27,0,Oval
21,Pocono,11,10,23,   Bubba Wallace,Leidos   (23XI Racing),Toyota,160,running,0,32,0,Oval
21,Pocono,12,27,10,   Aric Almirola,Ford   (Stewart Haas Racing),Ford,160,running,0,25,0,Oval
21,Pocono,13,21,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,160,running,0,24,0,Oval
21,Pocono,14,1,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,160,running,60,31,0,Oval
21,Pocono,15,36,38,   Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,160,running,0,22,0,Oval
21,Pocono,16,13,6,   Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,160,running,0,21,0,Oval
21,Pocono,17,16,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,160,running,0,26,0,Oval
21,Pocono,18,18,17,   Chris Buescher,Wyndham Rewards   (Jack Roush),Ford,160,running,0,21,0,Oval
21,Pocono,19,15,34,   Michael McDowell,Benebone   (Bob Jenkins),Ford,160,running,0,23,0,Oval
21,Pocono,20,3,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,160,running,24,27,1,Oval
21,Pocono,21,25,8,   Kyle Busch,Lenovo   (Richard Childress),Chevrolet,160,running,0,16,0,Oval
21,Pocono,22,32,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,160,running,0,15,0,Oval
21,Pocono,23,9,2,   Austin Cindric,Menards Libman   (Roger Penske),Ford,160,running,0,14,0,Oval
21,Pocono,24,20,48,   Alex Bowman,Ally Best Friends   (Rick Hendrick),Chevrolet,160,running,0,19,0,Oval
21,Pocono,25,31,51,   Cole Custer,Jacob Companies   (Rick Ware),Ford,160,running,0,0,0,Oval
21,Pocono,26,28,15,   J.J. Yeley,Patriot Mobile   (Rick Ware),Ford,160,running,0,0,0,Oval
21,Pocono,27,12,7,   Corey LaJoie,TD Bank   (Spire Motorsports),Chevrolet,160,running,5,10,0,Oval
21,Pocono,28,33,77,   Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,160,running,0,18,0,Oval
21,Pocono,29,29,14,   Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,160,running,0,8,0,Oval
21,Pocono,30,14,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,160,running,2,10,0,Oval
21,Pocono,31,34,41,   Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,159,running,0,6,0,Oval
21,Pocono,32,30,78,   B.J. McLeod,B'laster   (B.J. McLeod),Chevrolet,159,running,0,5,0,Oval
21,Pocono,33,19,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,153,crash,0,7,0,Oval
21,Pocono,34,23,3,   Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,105,crash,0,3,0,Oval
21,Pocono,35,6,22,   Joey Logano,Verizon Frontline   (Roger Penske),Ford,48,dvp,21,12,1,Oval
21,Pocono,36,17,99,   Daniel Suarez,Jockey   (Trackhouse Racing),Chevrolet,37,crash,0,1,0,Oval
22,Richmond,1,26,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,400,running,88,49,5,Oval
22,Richmond,2,3,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,400,running,20,49,0,Oval
22,Richmond,3,2,8,   Kyle Busch,X World Wallet   (Richard Childress),Chevrolet,400,running,0,39,0,Oval
22,Richmond,4,23,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,400,running,0,34,0,Oval
22,Richmond,5,11,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,400,running,0,41,0,Oval
22,Richmond,6,13,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,400,running,102,43,1,Oval
22,Richmond,7,10,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,400,running,18,33,0,Oval
22,Richmond,8,24,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,400,running,0,32,0,Oval
22,Richmond,9,17,3,   Austin Dillon,Bass Pro Shops Club   (Richard Childress),Chevrolet,400,running,0,28,0,Oval
22,Richmond,10,8,4,   Kevin Harvick,Rheem   (Stewart Haas Racing),Ford,400,running,0,33,0,Oval
22,Richmond,11,20,14,   Chase Briscoe,Rush Truck Centers   (Stewart Haas Racing),Ford,400,running,0,26,0,Oval
22,Richmond,12,5,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,400,running,80,41,0,Oval
22,Richmond,13,4,9,   Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,400,running,0,31,0,Oval
22,Richmond,14,25,12,   Ryan Blaney,BodyArmor   (Roger Penske),Ford,400,running,2,23,0,Oval
22,Richmond,15,7,54,   Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,400,running,0,25,0,Oval
22,Richmond,16,1,45,   Tyler Reddick,Xfinity 10G Network   (23XI Racing),Toyota,400,running,81,39,1,Oval
22,Richmond,17,9,47,   Ricky Stenhouse Jr,Kleenex   (JTG-Daugherty Racing),Chevrolet,400,running,0,20,0,Oval
22,Richmond,18,15,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,400,running,0,19,0,Oval
22,Richmond,19,14,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,400,running,0,18,0,Oval
22,Richmond,20,29,20,   Christopher Bell,Mac Tools   (Joe Gibbs),Toyota,399,running,0,17,0,Oval
22,Richmond,21,6,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,399,running,0,20,0,Oval
22,Richmond,22,18,34,   Michael McDowell,StageFront.VIP   (Bob Jenkins),Ford,399,running,9,15,0,Oval
22,Richmond,23,27,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,399,running,0,14,0,Oval
22,Richmond,24,19,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,399,running,0,13,0,Oval
22,Richmond,25,16,38,   Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,399,running,0,12,0,Oval
22,Richmond,26,30,2,   Austin Cindric,Menards Jack Links   (Roger Penske),Ford,399,running,0,11,0,Oval
22,Richmond,27,36,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,399,running,0,10,0,Oval
22,Richmond,28,12,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,398,running,0,9,0,Oval
22,Richmond,29,32,51,   Ryan Newman,Parts Plus/Biohaven   (Rick Ware),Ford,398,running,0,8,0,Oval
22,Richmond,30,28,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,398,running,0,7,0,Oval
22,Richmond,31,22,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,397,running,0,6,0,Oval
22,Richmond,32,31,7,   Corey LaJoie,FOE   (Spire Motorsports),Chevrolet,397,running,0,5,0,Oval
22,Richmond,33,33,99,   Daniel Suarez,Jockey   (Trackhouse Racing),Chevrolet,396,running,0,4,0,Oval
22,Richmond,34,34,77,   Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,396,running,0,3,0,Oval
22,Richmond,35,35,15,   J.J. Yeley,Patriot Mobile   (Rick Ware),Ford,396,running,0,0,0,Oval
22,Richmond,36,21,78,   B.J. McLeod,FREEDOMWORKSHERE.COM   (B.J. McLeod),Chevrolet,395,running,0,1,0,Oval
23,Michigan,1,4,17,   Chris Buescher,Castrol Edge   (Jack Roush),Ford,200,running,52,41,5,Oval
23,Michigan,2,5,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,200,running,47,55,2,Oval
23,Michigan,3,13,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,200,running,1,37,0,Oval
23,Michigan,4,12,6,   Brad Keselowski,Nexlizet   (Jack Roush),Ford,200,running,15,48,0,Oval
23,Michigan,5,17,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,200,running,2,43,0,Oval
23,Michigan,6,14,99,   Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,200,running,12,45,0,Oval
23,Michigan,7,2,1,   Ross Chastain,Jockey   (Trackhouse Racing),Chevrolet,200,running,16,30,0,Oval
23,Michigan,8,22,4,   Kevin Harvick,Busch Light Peach   (Stewart Haas Racing),Ford,200,running,0,29,0,Oval
23,Michigan,9,9,12,   Ryan Blaney,Menards Knauf   (Roger Penske),Ford,200,running,1,28,0,Oval
23,Michigan,10,25,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,200,running,0,29,0,Oval
23,Michigan,11,3,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,200,running,1,34,0,Oval
23,Michigan,12,20,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,200,running,0,27,0,Oval
23,Michigan,13,1,20,   Christopher Bell,Rheem   (Joe Gibbs),Toyota,200,running,1,24,0,Oval
23,Michigan,14,6,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,200,running,0,27,0,Oval
23,Michigan,15,31,7,   Corey LaJoie,Garner Trucking   (Spire Motorsports),Chevrolet,200,running,0,23,0,Oval
23,Michigan,16,18,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,200,running,0,21,0,Oval
23,Michigan,17,29,21,   Harrison Burton,Ford 20 Year Sr Master Techs   (Wood Brothers),Ford,200,running,0,20,0,Oval
23,Michigan,18,11,23,   Bubba Wallace,Door Dash   (23XI Racing),Toyota,200,running,21,35,0,Oval
23,Michigan,19,15,3,   Austin Dillon,Dow Mobility Science   (Richard Childress),Chevrolet,200,running,2,18,0,Oval
23,Michigan,20,34,77,   Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,200,running,2,17,0,Oval
23,Michigan,21,27,47,   Ricky Stenhouse Jr,Kroger/ Minute Rice   (JTG-Daugherty Racing),Chevrolet,200,running,0,16,0,Oval
23,Michigan,22,28,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,199,running,0,15,0,Oval
23,Michigan,23,26,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,199,running,0,14,0,Oval
23,Michigan,24,23,34,   Michael McDowell,Love's / MTS   (Bob Jenkins),Ford,199,running,0,13,0,Oval
23,Michigan,25,33,51,   Cole Custer,Biohaven/Jacob Co.   (Rick Ware),Ford,199,running,0,0,0,Oval
23,Michigan,26,24,16,   A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,199,running,0,14,0,Oval
23,Michigan,27,36,15,   J.J. Yeley,Grill Blazers   (Rick Ware),Ford,199,running,0,0,0,Oval
23,Michigan,28,30,62,   Austin Hill,Bennett Transportation/Beard   (Beard Motorsports),Chevrolet,198,running,0,0,0,Oval
