RaceNumber,Track,Pos,Start,CarNumber,Owner,Sponsor/Owner,Manufact,Laps,Status,Led,Pts,PlayoffPoints,Track Type
7,Richmond,14,15,9,ChaseElliott,ASHOC(RickHendrick),Chevrolet,400,running,0,33,0,Oval
7,Richmond,15,18,17,ChrisBuescher,VioletDefense(JackRoush),Ford,400,running,0,22,0,Oval
7,Richmond,16,14,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,400,running,0,21,0,Oval
7,Richmond,17,11,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,399,running,1,30,0,Oval
7,Richmond,18,17,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,399,running,0,19,0,Oval
7,Richmond,19,8,1,RossChastain,ONXHomes/iFly(TrackhouseRacing),Chevrolet,399,running,0,34,0,Oval
7,Richmond,20,20,2,AustinCindric,DiscountTire(RogerPenske),Ford,399,running,0,17,0,Oval
7,Richmond,21,10,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,398,running,0,16,0,Oval
7,Richmond,22,12,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,398,running,0,15,0,Oval
7,Richmond,23,5,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,398,running,0,14,0,Oval
7,Richmond,24,30,42,TyDillon,chevyliners.com(PettyGMSMotorsports),Chevrolet,398,running,0,13,0,Oval
7,Richmond,25,22,38,ToddGilliland,Black'sTire(BobJenkins),Ford,397,running,0,12,0,Oval
7,Richmond,26,29,23,BubbaWallace,Dr.Pepper(23XIRacing),Toyota,397,running,0,11,0,Oval
7,Richmond,27,26,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,396,running,0,0,0,Oval
7,Richmond,28,32,47,RickyStenhouseJr,SunnyD(JTG-DaughertyRacing),Chevrolet,396,running,0,9,0,Oval
7,Richmond,29,36,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,396,running,0,8,0,Oval
7,Richmond,30,24,34,MichaelMcDowell,NavageNasalCare(BobJenkins),Ford,395,running,0,7,0,Oval
7,Richmond,31,31,7,CoreyLaJoie,NationsGuard(SpireMotorsports),Chevrolet,392,running,0,6,0,Oval
7,Richmond,32,23,77,LandonCassill,Voyager:CryptoforAll(SpireMotorsports),Chevrolet,390,running,0,0,0,Oval
7,Richmond,33,35,15,J.J.Yeley,NaborForce(RickWare),Ford,390,running,0,0,0,Oval
7,Richmond,34,34,78,B.J.McLeod,SurfaceSunscreen(B.J.McLeod),Ford,386,running,0,3,0,Oval
7,Richmond,35,27,45,KurtBusch,EmbraceHomeLoans(23XIRacing),Toyota,291,running,0,2,0,Oval
7,Richmond,36,33,51,CodyWare,NurtecODT(RickWare),Ford,241,crash,0,1,0,Oval
7,Richmond,37,37,44,GregBiffle,NorfolkStateUniversity(JohnathanCohen),Chevrolet,96,suspension,0,1,0,Oval
8,Martinsville,1,5,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,403,running,212,58,5,Oval
8,Martinsville,2,14,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,403,running,0,46,0,Oval
8,Martinsville,3,23,3,AustinDillon,GetBioethanol(RichardChildress),Chevrolet,403,running,1,39,0,Oval
8,Martinsville,4,12,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,403,running,5,44,0,Oval
8,Martinsville,5,27,1,RossChastain,GoPro(TrackhouseRacing),Chevrolet,403,running,0,32,0,Oval
8,Martinsville,6,18,45,KurtBusch,McDonald's/MoneyLion(23XIRacing),Toyota,403,running,0,32,0,Oval
8,Martinsville,7,11,18,KyleBusch,M&M'sCrunchyCookie(JoeGibbs),Toyota,403,running,0,30,0,Oval
8,Martinsville,8,2,10,AricAlmirola,SmithfieldSpirals(StewartHaasRacing),Ford,403,running,0,39,0,Oval
8,Martinsville,9,19,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,403,running,0,28,0,Oval
8,Martinsville,10,1,9,ChaseElliott,Llumar(RickHendrick),Chevrolet,403,running,185,47,2,Oval
8,Martinsville,11,13,2,AustinCindric,Menards/Moen(RogerPenske),Ford,403,running,0,31,0,Oval
8,Martinsville,12,15,48,AlexBowman,Ally(RickHendrick),Chevrolet,403,running,0,25,0,Oval
8,Martinsville,13,24,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,403,running,0,24,0,Oval
8,Martinsville,14,6,4,KevinHarvick,Subway(StewartHaasRacing),Ford,403,running,0,29,0,Oval
8,Martinsville,15,4,17,ChrisBuescher,Fastenal(JackRoush),Ford,403,running,0,22,0,Oval
8,Martinsville,16,21,23,BubbaWallace,DoorDash(23XIRacing),Toyota,403,running,0,21,0,Oval
8,Martinsville,17,9,6,BradKeselowski,Fastenal(JackRoush),Ford,403,running,0,20,0,Oval
8,Martinsville,18,22,8,TylerReddick,3CHI(RichardChildress),Chevrolet,403,running,0,19,0,Oval
8,Martinsville,19,8,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,403,running,0,18,0,Oval
8,Martinsville,20,7,20,ChristopherBell,Yahoo(JoeGibbs),Toyota,402,running,0,26,0,Oval
8,Martinsville,21,3,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,402,running,0,30,0,Oval
8,Martinsville,22,20,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,401,running,0,15,0,Oval
8,Martinsville,23,34,42,TyDillon,chevyliners.com(PettyGMSMotorsports),Chevrolet,401,running,0,14,0,Oval
8,Martinsville,24,36,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,401,running,0,0,0,Oval
8,Martinsville,25,16,34,MichaelMcDowell,NavageNasalCare(BobJenkins),Ford,400,running,0,12,0,Oval
8,Martinsville,26,29,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,400,running,0,11,0,Oval
8,Martinsville,27,28,47,RickyStenhouseJr,Kroger/LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,400,running,0,10,0,Oval
8,Martinsville,28,25,11,DennyHamlin,SportClipsHaircuts(JoeGibbs),Toyota,400,running,0,9,0,Oval
8,Martinsville,29,30,99,DanielSuarez,GoPro(TrackhouseRacing),Chevrolet,399,running,0,8,0,Oval
8,Martinsville,30,10,38,ToddGilliland,CrossCountryAdjusting(BobJenkins),Ford,399,running,0,7,0,Oval
8,Martinsville,31,17,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,398,running,0,6,0,Oval
8,Martinsville,32,26,7,CoreyLaJoie,Built.com(SpireMotorsports),Chevrolet,397,running,0,5,0,Oval
8,Martinsville,33,35,51,CodyWare,NurtecODT(RickWare),Ford,394,running,0,4,0,Oval
8,Martinsville,34,32,15,J.J.Yeley,RickWare,Ford,392,running,0,0,0,Oval
8,Martinsville,35,31,77,JoshBilicki,ZeiglerAutoGroup(SpireMotorsports),Chevrolet,391,running,0,0,0,Oval
8,Martinsville,36,33,78,B.J.McLeod,EpilepsyFoundation(B.J.McLeod),Ford,132,handling,0,1,0,Oval
9,Bristol(dirt),1,11,18,KyleBusch,MarsCrunchyCookie(JoeGibbs),Toyota,250,running,1,52,5,Oval
9,Bristol(dirt),2,3,8,TylerReddick,3CHI(RichardChildress),Chevrolet,250,running,99,39,0,Oval
9,Bristol(dirt),3,10,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,250,running,0,42,0,Oval
9,Bristol(dirt),4,5,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,250,running,27,48,1,Oval
9,Bristol(dirt),5,25,12,RyanBlaney,Menards/DutchBoy(RogerPenske),Ford,250,running,0,36,0,Oval
9,Bristol(dirt),6,8,48,AlexBowman,Ally(RickHendrick),Chevrolet,250,running,0,36,0,Oval
9,Bristol(dirt),7,2,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,250,running,0,47,0,Oval
9,Bristol(dirt),8,9,9,ChaseElliott,KelleyBlueBook(RickHendrick),Chevrolet,250,running,0,36,0,Oval
9,Bristol(dirt),9,17,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,250,running,0,31,0,Oval
9,Bristol(dirt),10,7,42,TyDillon,FoodCity/Gain(PettyGMSMotorsports),Chevrolet,250,running,0,36,0,Oval
9,Bristol(dirt),11,18,6,BradKeselowski,SolomonPlumbing(JackRoush),Ford,250,running,0,26,0,Oval
9,Bristol(dirt),12,21,99,DanielSuarez,TootsiesOrchidLounge(TrackhouseRacing),Chevrolet,250,running,64,33,0,Oval
9,Bristol(dirt),13,1,41,ColeCuster,JacobConstruction/HaasTooling(StewartHaasRacing),Ford,250,running,0,24,0,Oval
9,Bristol(dirt),14,6,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,250,running,0,23,0,Oval
9,Bristol(dirt),15,15,17,ChrisBuescher,Fastenal(JackRoush),Ford,250,running,0,22,0,Oval
9,Bristol(dirt),16,20,2,AustinCindric,DiscountTire(RogerPenske),Ford,250,running,0,21,0,Oval
9,Bristol(dirt),17,23,38,ToddGilliland,FirstPhaseCreditCard(BobJenkins),Ford,250,running,0,20,0,Oval
9,Bristol(dirt),18,19,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,250,running,0,19,0,Oval
9,Bristol(dirt),19,26,7,CoreyLaJoie,NationsGuard(SpireMotorsports),Chevrolet,250,running,0,18,0,Oval
9,Bristol(dirt),20,24,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,250,running,0,17,0,Oval
9,Bristol(dirt),21,30,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,250,running,0,16,0,Oval
9,Bristol(dirt),22,4,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,250,running,59,25,1,Oval
9,Bristol(dirt),23,31,10,AricAlmirola,Cummins/RushTruckCenters(StewartHaasRacing),Ford,250,running,0,14,0,Oval
9,Bristol(dirt),24,14,43,ErikJones,FoodCity/Tide(PettyGMSMotorsports),Chevrolet,250,running,0,13,0,Oval
9,Bristol(dirt),25,36,78,JoshWilliams,AlloyEmploymentServices(B.J.McLeod),Ford,250,running,0,0,0,Oval
9,Bristol(dirt),26,35,51,CodyWare,NurtecODT(RickWare),Ford,250,running,0,11,0,Oval
9,Bristol(dirt),27,28,16,NoahGragson,ChevyTruckMonth(MatthewKaulig),Chevrolet,248,running,0,0,0,Oval
9,Bristol(dirt),28,22,23,BubbaWallace,ColumbiaSportswear(23XIRacing),Toyota,245,running,0,9,0,Oval
9,Bristol(dirt),29,16,47,RickyStenhouseJr,Kroger/IrishSpring(JTG-DaughertyRacing),Chevrolet,240,running,0,9,0,Oval
9,Bristol(dirt),30,29,15,J.J.Yeley,GeorgiaStrong/JAGMetals(RickWare),Ford,221,crash,0,0,0,Oval
9,Bristol(dirt),31,12,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,211,crash,0,13,0,Oval
9,Bristol(dirt),32,13,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,211,crash,0,5,0,Oval
9,Bristol(dirt),33,33,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,150,engine,0,4,0,Oval
9,Bristol(dirt),34,32,4,KevinHarvick,BuschLatte(StewartHaasRacing),Ford,100,crash,0,3,0,Oval
9,Bristol(dirt),35,34,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,91,engine,0,2,0,Oval
9,Bristol(dirt),36,27,77,JustinAllgaier,Brandt(SpireMotorsports),Chevrolet,74,crash,0,0,0,Oval
10,Talladega,1,19,1,RossChastain,MooseFraternity(TrackhouseRacing),Chevrolet,188,running,1,42,5,Super Speedway
10,Talladega,2,14,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,188,running,0,35,0,Super Speedway
10,Talladega,3,12,18,KyleBusch,InterstateBatteries(JoeGibbs),Toyota,188,running,3,39,0,Super Speedway
10,Talladega,4,5,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,188,running,32,50,0,Super Speedway
10,Talladega,5,2,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,188,running,0,45,0,Super Speedway
10,Talladega,6,16,43,ErikJones,U.S.AirForce(PettyGMSMotorsports),Chevrolet,188,running,25,37,0,Super Speedway
10,Talladega,7,28,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,188,running,0,44,0,Super Speedway
10,Talladega,8,21,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,188,running,0,29,0,Super Speedway
10,Talladega,9,27,48,AlexBowman,Ally(RickHendrick),Chevrolet,188,running,0,36,0,Super Speedway
10,Talladega,10,24,4,KevinHarvick,Gearwrench(StewartHaasRacing),Ford,188,running,0,27,0,Super Speedway
10,Talladega,11,22,12,RyanBlaney,Wurth(RogerPenske),Ford,188,running,23,26,0,Super Speedway
10,Talladega,12,11,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,188,running,0,25,0,Super Speedway
10,Talladega,13,23,10,AricAlmirola,Smithfield/IHOP(StewartHaasRacing),Ford,188,running,0,28,0,Super Speedway
10,Talladega,14,33,7,CoreyLaJoie,RazeEnergy(SpireMotorsports),Chevrolet,188,running,1,23,0,Super Speedway
10,Talladega,15,8,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,188,running,38,39,1,Super Speedway
10,Talladega,16,6,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,188,running,1,26,0,Super Speedway
10,Talladega,17,9,23,BubbaWallace,McDonald's(23XIRacing),Toyota,188,running,15,30,1,Super Speedway
10,Talladega,18,7,11,DennyHamlin,FedExSmallBusiness(JoeGibbs),Toyota,188,running,9,19,0,Super Speedway
10,Talladega,19,39,77,LandonCassill,FoxNation(SpireMotorsports),Chevrolet,188,running,0,0,0,Super Speedway
10,Talladega,20,31,62,NoahGragson,Wendy's$5BiggieBag/BeardOil(BeardMotorsports),Chevrolet,188,running,0,0,0,Super Speedway
10,Talladega,21,18,2,AustinCindric,Menards/Sylvania(RogerPenske),Ford,188,running,0,16,0,Super Speedway
10,Talladega,22,1,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,187,running,7,23,0,Super Speedway
10,Talladega,23,15,6,BradKeselowski,CastrolCarbonNeutral(JackRoush),Ford,187,running,0,14,0,Super Speedway
10,Talladega,24,36,15,DavidRagan,Envision(RickWare),Ford,186,running,0,13,0,Super Speedway
10,Talladega,25,38,55,J.J.Yeley,Hex.com(CarlLong),Ford,185,running,1,0,0,Super Speedway
10,Talladega,26,37,78,B.J.McLeod,MotorsportGames(B.J.McLeod),Ford,172,running,2,11,0,Super Speedway
10,Talladega,27,32,38,ToddGilliland,FirstPhaseCreditCard(BobJenkins),Ford,121,crash,0,10,0,Super Speedway
10,Talladega,28,34,51,CodyWare,NurtecODT(RickWare),Ford,105,dvp,0,9,0,Super Speedway
10,Talladega,29,29,41,ColeCuster,FeedingAmerica/WowWow(StewartHaasRacing),Ford,98,engine,1,8,0,Super Speedway
10,Talladega,30,26,47,RickyStenhouseJr,Kroger/SunnyD(JTG-DaughertyRacing),Chevrolet,95,crash,0,8,0,Super Speedway
10,Talladega,31,4,99,DanielSuarez,TootsiesOrchidLounge(TrackhouseRacing),Chevrolet,92,dvp,28,6,0,Super Speedway
10,Talladega,32,13,22,JoeyLogano,Shell/Pennzoil/Autotrader(RogerPenske),Ford,89,crash,1,5,0,Super Speedway
10,Talladega,33,20,42,TyDillon,BlackRifleCoffeeCo.(PettyGMSMotorsports),Chevrolet,89,crash,0,4,0,Super Speedway
10,Talladega,34,25,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,89,crash,0,3,0,Super Speedway
10,Talladega,35,35,44,GregBiffle,MorehouseCollege(JohnathanCohen),Chevrolet,79,fuelpump,0,2,0,Super Speedway
10,Talladega,36,3,16,DanielHemric,MajesticSteel(MatthewKaulig),Chevrolet,56,crash,0,0,0,Super Speedway
10,Talladega,37,17,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,56,crash,0,1,0,Super Speedway
10,Talladega,38,30,17,ChrisBuescher,Fastenal(JackRoush),Ford,56,crash,0,1,0,Super Speedway
10,Talladega,39,10,8,TylerReddick,BetMGM(RichardChildress),Chevrolet,31,engine,0,1,0,Super Speedway
11,Dover,1,4,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,400,running,73,50,5,Oval
11,Dover,2,15,47,RickyStenhouseJr,Kroger/TheFrozenFarmer(JTG-DaughertyRacing),Chevrolet,400,running,0,41,0,Oval
11,Dover,3,7,1,RossChastain,PitbullTour2022(TrackhouseRacing),Chevrolet,400,running,86,46,0,Oval
11,Dover,4,17,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,400,running,0,41,0,Oval
11,Dover,5,6,48,AlexBowman,Ally(RickHendrick),Chevrolet,400,running,2,40,0,Oval
11,Dover,6,3,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,400,running,19,36,0,Oval
11,Dover,7,10,18,KyleBusch,M&M'sCrunchyCookie(JoeGibbs),Toyota,400,running,103,41,0,Oval
11,Dover,8,1,17,ChrisBuescher,Fastenal(JackRoush),Ford,400,running,18,34,0,Oval
11,Dover,9,11,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,400,running,0,28,0,Oval
11,Dover,10,25,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,400,running,0,31,0,Oval
11,Dover,11,14,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,400,running,19,26,0,Oval
11,Dover,12,18,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,400,running,5,38,0,Oval
11,Dover,13,23,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,400,running,0,24,0,Oval
11,Dover,14,8,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,400,running,0,23,0,Oval
11,Dover,15,30,41,ColeCuster,Autodesk/HaasTooling.com(StewartHaasRacing),Ford,400,running,0,22,0,Oval
11,Dover,16,9,23,BubbaWallace,Leidos(23XIRacing),Toyota,399,running,0,21,0,Oval
11,Dover,17,29,34,MichaelMcDowell,NavageNasalCare(BobJenkins),Ford,399,running,0,20,0,Oval
11,Dover,18,21,7,CoreyLaJoie,DuraMax/Drydene(SpireMotorsports),Chevrolet,399,running,0,19,0,Oval
11,Dover,19,27,10,AricAlmirola,SmithfieldWeis(StewartHaasRacing),Ford,399,running,0,18,0,Oval
11,Dover,20,20,6,BradKeselowski,KohlerGenerators(JackRoush),Ford,399,running,0,18,0,Oval
11,Dover,21,2,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,399,running,67,26,1,Oval
11,Dover,22,33,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,399,running,0,19,0,Oval
11,Dover,23,24,3,AustinDillon,Breztri(RichardChildress),Chevrolet,398,running,0,14,0,Oval
11,Dover,24,35,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,398,running,0,16,0,Oval
11,Dover,25,13,15,RyanPreece,UnitedRentals(RickWare),Ford,398,running,0,0,0,Oval
11,Dover,26,5,12,RyanBlaney,Menards/JackLinks(RogerPenske),Ford,397,running,8,21,1,Oval
11,Dover,27,31,42,TyDillon,chevyliners.com(PettyGMSMotorsports),Chevrolet,396,running,0,10,0,Oval
11,Dover,28,34,38,ToddGilliland,ThePeteStore(BobJenkins),Ford,396,running,0,9,0,Oval
11,Dover,29,22,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,396,running,0,8,0,Oval
11,Dover,30,26,8,TylerReddick,GuaranteedRate(RichardChildress),Chevrolet,390,running,0,7,0,Oval
11,Dover,31,16,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,388,running,0,6,0,Oval
11,Dover,32,36,77,JoshBilicki,ZeiglerAutoGroup(SpireMotorsports),Chevrolet,381,running,0,0,0,Oval
11,Dover,33,19,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,321,brakes,0,0,0,Oval
11,Dover,34,28,51,CodyWare,NurtecODT(RickWare),Ford,238,dvp,0,3,0,Oval
11,Dover,35,32,78,B.J.McLeod,SuperiorLogisticsServices(B.J.McLeod),Ford,167,brakes,0,2,0,Oval
11,Dover,36,12,2,AustinCindric,Freightliner(RogerPenske),Ford,91,dvp,0,1,0,Oval
12,Darlington,1,1,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,293,running,107,58,6,Oval
12,Darlington,2,10,8,TylerReddick,3CHI(RichardChildress),Chevrolet,293,running,10,37,0,Oval
12,Darlington,3,29,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,293,running,0,34,0,Oval
12,Darlington,4,35,4,KevinHarvick,Rheem-ChasingaCure(StewartHaasRacing),Ford,293,running,1,33,0,Oval
12,Darlington,5,34,9,ChaseElliott,NAPA(RickHendrick),Chevrolet,293,running,0,35,0,Oval
12,Darlington,6,3,20,ChristopherBell,SiriusXM(JoeGibbs),Toyota,293,running,3,43,0,Oval
12,Darlington,7,16,34,MichaelMcDowell,NavageNasalCare(BobJenkins),Ford,293,running,0,30,0,Oval
12,Darlington,8,26,47,RickyStenhouseJr,Kroger/NatureValley(JTG-DaughertyRacing),Chevrolet,293,running,0,29,0,Oval
12,Darlington,9,14,3,AustinDillon,HukPerformanceFishing(RichardChildress),Chevrolet,293,running,0,28,0,Oval
12,Darlington,10,20,99,DanielSuarez,Coca-Cola(TrackhouseRacing),Chevrolet,293,running,0,28,0,Oval
12,Darlington,11,12,10,AricAlmirola,HaasAutomation/Smithfield(StewartHaasRacing),Ford,293,running,0,28,0,Oval
12,Darlington,12,21,42,TyDillon,PettyGMSMotorsports,Chevrolet,293,running,0,25,0,Oval
12,Darlington,13,9,24,WilliamByron,Axalta(RickHendrick),Chevrolet,293,running,24,35,0,Oval
12,Darlington,14,25,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,293,running,0,23,0,Oval
12,Darlington,15,27,38,ToddGilliland,Black'sTire(BobJenkins),Ford,293,running,0,22,0,Oval
12,Darlington,16,18,17,ChrisBuescher,Socios.com(JackRoush),Ford,293,running,0,21,0,Oval
12,Darlington,17,7,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,293,running,0,20,0,Oval
12,Darlington,18,19,2,AustinCindric,Menards/Libman(RogerPenske),Ford,293,running,0,19,0,Oval
12,Darlington,19,31,51,CodyWare,NurtecODT(RickWare),Ford,293,running,1,18,0,Oval
12,Darlington,20,13,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,293,running,0,17,0,Oval
12,Darlington,21,22,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,292,running,42,27,0,Oval
12,Darlington,22,33,77,LandonCassill,Voyager:CryptoforAll(SpireMotorsports),Chevrolet,292,running,0,0,0,Oval
12,Darlington,23,32,15,J.J.Yeley,Ollie'sBargainOutlet(RickWare),Ford,288,running,1,0,0,Oval
12,Darlington,24,4,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,263,crash,28,28,0,Oval
12,Darlington,25,11,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,262,crash,1,20,0,Oval
12,Darlington,26,28,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,260,crash,0,11,0,Oval
12,Darlington,27,17,23,BubbaWallace,MoneyLion(23XIRacing),Toyota,260,crash,0,11,0,Oval
12,Darlington,28,6,45,KurtBusch,McDonald'sThrowback(23XIRacing),Toyota,260,crash,0,9,0,Oval
12,Darlington,29,15,48,AlexBowman,AllyThrowback(RickHendrick),Chevrolet,255,crash,0,8,0,Oval
12,Darlington,30,8,1,RossChastain,Coca-Cola(TrackhouseRacing),Chevrolet,194,crash,26,26,1,Oval
12,Darlington,31,24,16,DanielHemric,AG1byAthleticGreens(MatthewKaulig),Chevrolet,188,engine,0,0,0,Oval
12,Darlington,32,36,78,B.J.McLeod,LiveFastMotorsports(B.J.McLeod),Ford,184,brakes,0,5,0,Oval
12,Darlington,33,5,18,KyleBusch,M&M's(JoeGibbs),Toyota,167,crash,19,11,0,Oval
12,Darlington,34,23,6,BradKeselowski,Socios.com(JackRoush),Ford,166,crash,0,3,0,Oval
12,Darlington,35,30,7,CoreyLaJoie,StackingPennies(SpireMotorsports),Chevrolet,152,crash,0,2,0,Oval
12,Darlington,36,2,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,112,engine,30,1,0,Oval
13,Kansas,1,5,45,KurtBusch,JordanBrand(23XIRacing),Toyota,267,running,116,50,6,Oval
13,Kansas,2,3,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,267,running,29,40,0,Oval
13,Kansas,3,6,18,KyleBusch,M&M'sCrunchyCookie(JoeGibbs),Toyota,267,running,18,53,1,Oval
13,Kansas,4,18,11,DennyHamlin,SportClipsHaircuts(JoeGibbs),Toyota,267,running,0,36,0,Oval
13,Kansas,5,1,20,ChristopherBell,Rheem(JoeGibbs),Toyota,267,running,37,32,0,Oval
13,Kansas,6,9,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,267,running,0,36,0,Oval
13,Kansas,7,11,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,267,running,4,43,0,Oval
13,Kansas,8,36,47,RickyStenhouseJr,Dillons/LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,267,running,3,29,0,Oval
13,Kansas,9,8,48,AlexBowman,Ally(RickHendrick),Chevrolet,267,running,0,29,0,Oval
13,Kansas,10,24,23,BubbaWallace,McDonald's(23XIRacing),Toyota,267,running,0,32,0,Oval
13,Kansas,11,4,2,AustinCindric,Menards/Monster(RogerPenske),Ford,267,running,0,33,0,Oval
13,Kansas,12,10,12,RyanBlaney,Wabash(RogerPenske),Ford,267,running,1,35,0,Oval
13,Kansas,13,21,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,267,running,0,24,0,Oval
13,Kansas,14,30,6,BradKeselowski,King'sHawaiian(JackRoush),Ford,267,running,0,23,0,Oval
13,Kansas,15,23,4,KevinHarvick,BuschLight#ForTheFarmers(StewartHaasRacing),Ford,267,running,0,22,0,Oval
13,Kansas,16,13,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,267,running,25,27,0,Oval
13,Kansas,17,34,22,JoeyLogano,Verizon5G(RogerPenske),Ford,267,running,0,22,0,Oval
13,Kansas,18,28,16,NoahGragson,Chevrolet(MatthewKaulig),Chevrolet,267,running,0,0,0,Oval
13,Kansas,19,20,7,CoreyLaJoie,GarnerTrucking(SpireMotorsports),Chevrolet,267,running,0,18,0,Oval
13,Kansas,20,17,42,TyDillon,Chevyliners.com(PettyGMSMotorsports),Chevrolet,267,running,0,17,0,Oval
13,Kansas,21,26,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,267,running,0,16,0,Oval
13,Kansas,22,16,41,ColeCuster,HaasTooling.com/PAG(StewartHaasRacing),Ford,267,running,0,15,0,Oval
13,Kansas,23,25,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,267,running,0,14,0,Oval
13,Kansas,24,12,14,ChaseBriscoe,RushTruckCenters/Cummins(StewartHaasRacing),Ford,266,running,0,13,0,Oval
13,Kansas,25,31,38,ToddGilliland,FirstPhaseCreditCard(BobJenkins),Ford,266,running,0,12,0,Oval
13,Kansas,26,7,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,266,running,0,11,0,Oval
13,Kansas,27,35,17,ChrisBuescher,CastrolGTXFullSynthetic(JackRoush),Ford,265,running,0,10,0,Oval
13,Kansas,28,33,77,JoshBilicki,UACC/SupportUkraine(SpireMotorsports),Chevrolet,265,running,0,0,0,Oval
13,Kansas,29,14,9,ChaseElliott,UniFirst(RickHendrick),Chevrolet,264,running,10,22,0,Oval
