Track,Pos,St,#,Driver,Sponsor/Owner,Car,Led,TrackType
Talladega,31,4,99,DanielSuarez,TootsiesOrchidLounge(TrackhouseRacing),Chevrolet,28,SuperSpeedway
Talladega,32,13,22,JoeyLogano,Shell/Pennzoil/Autotrader(RogerPenske),Ford,1,SuperSpeedway
Talladega,33,20,42,TyDillon,BlackRifleCoffeeCo.(PettyGMSMotorsports),Chevrolet,0,SuperSpeedway
Talladega,34,25,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,0,SuperSpeedway
Talladega,35,35,44,GregBiffle,MorehouseCollege(JohnathanCohen),Chevrolet,0,SuperSpeedway
Talladega,36,3,16,DanielHemric,MajesticSteel(MatthewKaulig),Chevrolet,0,SuperSpeedway
Talladega,37,17,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,SuperSpeedway
Talladega,38,30,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,SuperSpeedway
Talladega,39,10,8,TylerReddick,BetMGM(RichardChildress),Chevrolet,0,SuperSpeedway
Dover,1,4,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,73,Oval
Dover,2,15,47,RickyStenhouseJr,Kroger/TheFrozenFarmer(JTG-DaughertyRacing),Chevrolet,0,Oval
Dover,3,7,1,RossChastain,PitbullTour2022(TrackhouseRacing),Chevrolet,86,Oval
Dover,4,17,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,0,Oval
Dover,5,6,48,AlexBowman,Ally(RickHendrick),Chevrolet,2,Oval
Dover,6,3,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,19,Oval
Dover,7,10,18,KyleBusch,M&M'sCrunchyCookie(JoeGibbs),Toyota,103,Oval
Dover,8,1,17,ChrisBuescher,Fastenal(JackRoush),Ford,18,Oval
Dover,9,11,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,0,Oval
Dover,10,25,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,0,Oval
Dover,11,14,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,19,Oval
Dover,12,18,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,5,Oval
Dover,13,23,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,Oval
Dover,14,8,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,0,Oval
Dover,15,30,41,ColeCuster,Autodesk/HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Dover,16,9,23,BubbaWallace,Leidos(23XIRacing),Toyota,0,Oval
Dover,17,29,34,MichaelMcDowell,NavageNasalCare(BobJenkins),Ford,0,Oval
Dover,18,21,7,CoreyLaJoie,DuraMax/Drydene(SpireMotorsports),Chevrolet,0,Oval
Dover,19,27,10,AricAlmirola,SmithfieldWeis(StewartHaasRacing),Ford,0,Oval
Dover,20,20,6,BradKeselowski,KohlerGenerators(JackRoush),Ford,0,Oval
Dover,21,2,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,67,Oval
Dover,22,33,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,0,Oval
Dover,23,24,3,AustinDillon,Breztri(RichardChildress),Chevrolet,0,Oval
Dover,24,35,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,0,Oval
Dover,25,13,15,RyanPreece,UnitedRentals(RickWare),Ford,0,Oval
Dover,26,5,12,RyanBlaney,Menards/JackLinks(RogerPenske),Ford,8,Oval
Dover,27,31,42,TyDillon,chevyliners.com(PettyGMSMotorsports),Chevrolet,0,Oval
Dover,28,34,38,ToddGilliland,ThePeteStore(BobJenkins),Ford,0,Oval
Dover,29,22,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,0,Oval
Dover,30,26,8,TylerReddick,GuaranteedRate(RichardChildress),Chevrolet,0,Oval
Dover,31,16,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,0,Oval
Dover,32,36,77,JoshBilicki,ZeiglerAutoGroup(SpireMotorsports),Chevrolet,0,Oval
Dover,33,19,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,0,Oval
Dover,34,28,51,CodyWare,NurtecODT(RickWare),Ford,0,Oval
Dover,35,32,78,B.J.McLeod,SuperiorLogisticsServices(B.J.McLeod),Ford,0,Oval
Dover,36,12,2,AustinCindric,Freightliner(RogerPenske),Ford,0,Oval
Darlington,1,1,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,107,Oval
Darlington,2,10,8,TylerReddick,3CHI(RichardChildress),Chevrolet,10,Oval
Darlington,3,29,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Darlington,4,35,4,KevinHarvick,Rheem-ChasingaCure(StewartHaasRacing),Ford,1,Oval
Darlington,5,34,9,ChaseElliott,NAPA(RickHendrick),Chevrolet,0,Oval
Darlington,6,3,20,ChristopherBell,SiriusXM(JoeGibbs),Toyota,3,Oval
Darlington,7,16,34,MichaelMcDowell,NavageNasalCare(BobJenkins),Ford,0,Oval
Darlington,8,26,47,RickyStenhouseJr,Kroger/NatureValley(JTG-DaughertyRacing),Chevrolet,0,Oval
Darlington,9,14,3,AustinDillon,HukPerformanceFishing(RichardChildress),Chevrolet,0,Oval
Darlington,10,20,99,DanielSuarez,Coca-Cola(TrackhouseRacing),Chevrolet,0,Oval
Darlington,11,12,10,AricAlmirola,HaasAutomation/Smithfield(StewartHaasRacing),Ford,0,Oval
Darlington,12,21,42,TyDillon,PettyGMSMotorsports,Chevrolet,0,Oval
Darlington,13,9,24,WilliamByron,Axalta(RickHendrick),Chevrolet,24,Oval
Darlington,14,25,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,0,Oval
Darlington,15,27,38,ToddGilliland,Black'sTire(BobJenkins),Ford,0,Oval
Darlington,16,18,17,ChrisBuescher,Socios.com(JackRoush),Ford,0,Oval
Darlington,17,7,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,0,Oval
Darlington,18,19,2,AustinCindric,Menards/Libman(RogerPenske),Ford,0,Oval
Darlington,19,31,51,CodyWare,NurtecODT(RickWare),Ford,1,Oval
Darlington,20,13,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,Oval
Darlington,21,22,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,42,Oval
Darlington,22,33,77,LandonCassill,Voyager:CryptoforAll(SpireMotorsports),Chevrolet,0,Oval
Darlington,23,32,15,J.J.Yeley,Ollie'sBargainOutlet(RickWare),Ford,1,Oval
Darlington,24,4,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,28,Oval
Darlington,25,11,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,1,Oval
Darlington,26,28,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Darlington,27,17,23,BubbaWallace,MoneyLion(23XIRacing),Toyota,0,Oval
Darlington,28,6,45,KurtBusch,McDonald'sThrowback(23XIRacing),Toyota,0,Oval
Darlington,29,15,48,AlexBowman,AllyThrowback(RickHendrick),Chevrolet,0,Oval
Darlington,30,8,1,RossChastain,Coca-Cola(TrackhouseRacing),Chevrolet,26,Oval
Darlington,31,24,16,DanielHemric,AG1byAthleticGreens(MatthewKaulig),Chevrolet,0,Oval
Darlington,32,36,78,B.J.McLeod,LiveFastMotorsports(B.J.McLeod),Ford,0,Oval
Darlington,33,5,18,KyleBusch,M&M's(JoeGibbs),Toyota,19,Oval
Darlington,34,23,6,BradKeselowski,Socios.com(JackRoush),Ford,0,Oval
Darlington,35,30,7,CoreyLaJoie,StackingPennies(SpireMotorsports),Chevrolet,0,Oval
Darlington,36,2,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,30,Oval
Kansas,1,5,45,KurtBusch,JordanBrand(23XIRacing),Toyota,116,Oval
Kansas,2,3,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,29,Oval
Kansas,3,6,18,KyleBusch,M&M'sCrunchyCookie(JoeGibbs),Toyota,18,Oval
Kansas,4,18,11,DennyHamlin,SportClipsHaircuts(JoeGibbs),Toyota,0,Oval
Kansas,5,1,20,ChristopherBell,Rheem(JoeGibbs),Toyota,37,Oval
Kansas,6,9,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,0,Oval
Kansas,7,11,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,4,Oval
Kansas,8,36,47,RickyStenhouseJr,Dillons/LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,3,Oval
Kansas,9,8,48,AlexBowman,Ally(RickHendrick),Chevrolet,0,Oval
Kansas,10,24,23,BubbaWallace,McDonald's(23XIRacing),Toyota,0,Oval
Kansas,11,4,2,AustinCindric,Menards/Monster(RogerPenske),Ford,0,Oval
Kansas,12,10,12,RyanBlaney,Wabash(RogerPenske),Ford,1,Oval
Kansas,13,21,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,0,Oval
Kansas,14,30,6,BradKeselowski,King'sHawaiian(JackRoush),Ford,0,Oval
Kansas,15,23,4,KevinHarvick,BuschLight#ForTheFarmers(StewartHaasRacing),Ford,0,Oval
Kansas,16,13,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,25,Oval
Kansas,17,34,22,JoeyLogano,Verizon5G(RogerPenske),Ford,0,Oval
Kansas,18,28,16,NoahGragson,Chevrolet(MatthewKaulig),Chevrolet,0,Oval
Kansas,19,20,7,CoreyLaJoie,GarnerTrucking(SpireMotorsports),Chevrolet,0,Oval
Kansas,20,17,42,TyDillon,Chevyliners.com(PettyGMSMotorsports),Chevrolet,0,Oval
Kansas,21,26,21,HarrisonBurton,DexImaging(WoodBrothers),Ford,0,Oval
Kansas,22,16,41,ColeCuster,HaasTooling.com/PAG(StewartHaasRacing),Ford,0,Oval
Kansas,23,25,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,0,Oval
Kansas,24,12,14,ChaseBriscoe,RushTruckCenters/Cummins(StewartHaasRacing),Ford,0,Oval
Kansas,25,31,38,ToddGilliland,FirstPhaseCreditCard(BobJenkins),Ford,0,Oval
Kansas,26,7,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Kansas,27,35,17,ChrisBuescher,CastrolGTXFullSynthetic(JackRoush),Ford,0,Oval
Kansas,28,33,77,JoshBilicki,UACC/SupportUkraine(SpireMotorsports),Chevrolet,0,Oval
Kansas,29,14,9,ChaseElliott,UniFirst(RickHendrick),Chevrolet,10,Oval
Kansas,30,2,8,TylerReddick,BetMGM(RichardChildress),Chevrolet,24,Oval
Kansas,31,27,15,J.J.Yeley,DiagnosticImagingCenters(RickWare),Ford,0,Oval
Kansas,32,22,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,0,Oval
Kansas,33,19,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,0,Oval
Kansas,34,29,51,CodyWare,NurtecODT(RickWare),Ford,0,Oval
Kansas,35,15,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Kansas,36,32,78,B.J.McLeod,GeneralFormulations(B.J.McLeod),Ford,0,Oval
Charlotte,1,1,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,15,Oval
Charlotte,2,4,18,KyleBusch,M&M'sRedWhite&Blue(JoeGibbs),Toyota,36,Oval
Charlotte,3,18,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,0,Oval
Charlotte,4,15,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,2,Oval
Charlotte,5,3,20,ChristopherBell,Yahoo!(JoeGibbs),Toyota,0,Oval
Charlotte,6,8,8,TylerReddick,Cheddar'sScratchKitchen(RichardChildress),Chevrolet,19,Oval
Charlotte,7,29,47,RickyStenhouseJr,Kroger/Reese's(JTG-DaughertyRacing),Chevrolet,0,Oval
Charlotte,8,10,34,MichaelMcDowell,Fr8Auctions.com(BobJenkins),Ford,0,Oval
Charlotte,9,36,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,51,Oval
Charlotte,10,9,48,AlexBowman,AllyPatriotic(RickHendrick),Chevrolet,0,Oval
Charlotte,11,17,21,HarrisonBurton,MotorcraftQuickLane(WoodBrothers),Ford,0,Oval
Charlotte,12,14,19,MartinTruexJr,BassProShopsRedWhite&Blue(JoeGibbs),Toyota,0,Oval
Charlotte,13,28,42,TyDillon,BlackRifleCoffeeCo.(PettyGMSMotorsports),Chevrolet,0,Oval
Charlotte,14,25,43,ErikJones,FocusFactor(PettyGMSMotorsports),Chevrolet,0,Oval
Charlotte,15,22,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,153,Oval
Charlotte,16,30,38,ToddGilliland,BootBarn(BobJenkins),Ford,0,Oval
Charlotte,17,24,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Charlotte,18,33,51,CodyWare,NurtecODTMilitarySalutes(RickWare),Ford,0,Oval
Charlotte,19,31,78,B.J.McLeod,CircleBDiecast(B.J.McLeod),Ford,0,Oval
Charlotte,20,23,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,9,Oval
Charlotte,21,21,41,ColeCuster,ChickenCockWhiskey(StewartHaasRacing),Ford,0,Oval
Charlotte,22,16,3,AustinDillon,BassProShops/TrackerBoats(RichardChildress),Chevrolet,0,Oval
Charlotte,23,34,50,KazGrala,SEGITV(TMTRacing),Chevrolet,0,Oval
Charlotte,24,27,16,NoahGragson,CharlotteKnights(MatthewKaulig),Chevrolet,0,Oval
Charlotte,25,12,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,36,Oval
Charlotte,26,19,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,0,Oval
Charlotte,27,20,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Charlotte,28,7,23,BubbaWallace,McDonald's(23XIRacing),Toyota,1,Oval
Charlotte,29,11,12,RyanBlaney,BodyArmorEdge(RogerPenske),Ford,2,Oval
Charlotte,30,35,6,BradKeselowski,KohlerGenerators(JackRoush),Ford,0,Oval
Charlotte,31,2,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,2,Oval
Charlotte,32,5,24,WilliamByron,LibertyUniversityPatriotic(RickHendrick),Chevrolet,1,Oval
Charlotte,33,13,9,ChaseElliott,NAPA(RickHendrick),Chevrolet,86,Oval
Charlotte,34,6,2,AustinCindric,Menards/CardellCabinetry(RogerPenske),Ford,0,Oval
Charlotte,35,37,7,CoreyLaJoie,TheUSO/Coca-Cola(SpireMotorsports),Chevrolet,0,Oval
Charlotte,36,32,77,JoshBilicki,ZeiglerAutoGroup(SpireMotorsports),Chevrolet,0,Oval
Charlotte,37,26,15,RyanPreece,HuntBrothersPizza(RickWare),Ford,0,Oval
Gateway,1,7,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,22,Oval
Gateway,2,12,18,KyleBusch,Snickers(JoeGibbs),Toyota,66,Oval
Gateway,3,11,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,12,Oval
Gateway,4,5,12,RyanBlaney,DentWizard(RogerPenske),Ford,12,Oval
Gateway,5,8,10,AricAlmirola,BuiltFordProud(StewartHaasRacing),Ford,0,Oval
Gateway,6,13,19,MartinTruexJr,Reser'sFineFoods(JoeGibbs),Toyota,42,Oval
Gateway,7,21,43,ErikJones,BommaritoAutomotiveGroup(PettyGMSMotorsports),Chevrolet,4,Oval
Gateway,8,10,1,RossChastain,MooseFraternity(TrackhouseRacing),Chevrolet,0,Oval
Gateway,9,3,20,ChristopherBell,Rheem(JoeGibbs),Toyota,0,Oval
Gateway,10,35,16,A.J.Allmendinger,GoldFishCasinoSlots(MatthewKaulig),Chevrolet,0,Oval
Gateway,11,2,2,AustinCindric,MenardsAtlas(RogerPenske),Ford,26,Oval
Gateway,12,15,5,KyleLarson,Valvoline(RickHendrick),Chevrolet,0,Oval
Gateway,13,25,48,AlexBowman,Ally(RickHendrick),Chevrolet,0,Oval
Gateway,14,28,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Gateway,15,29,3,AustinDillon,GetBioethanol(RichardChildress),Chevrolet,0,Oval
Gateway,16,4,8,TylerReddick,3CHI(RichardChildress),Chevrolet,0,Oval
Gateway,17,32,17,ZaneSmith,Acronis(JackRoush),Ford,0,Oval
Gateway,18,17,34,MichaelMcDowell,WISE-EV(BobJenkins),Ford,34,Oval
Gateway,19,24,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,0,Oval
Gateway,20,30,6,BradKeselowski,SolomonPlumbing(JackRoush),Ford,0,Oval
Gateway,21,16,9,ChaseElliott,Hooters(RickHendrick),Chevrolet,0,Oval
Gateway,22,22,38,ToddGilliland,FirstPhase(BobJenkins),Ford,0,Oval
Gateway,23,23,99,DanielSuarez,TootsiesOrchidLounge(TrackhouseRacing),Chevrolet,0,Oval
Gateway,24,1,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,27,Oval
Gateway,25,9,21,HarrisonBurton,FordDAV(WoodBrothers),Ford,0,Oval
Gateway,26,18,23,BubbaWallace,McDonald's(23XIRacing),Toyota,0,Oval
Gateway,27,26,42,TyDillon,ChevroletMilitaryAppreciation(PettyGMSMotorsports),Chevrolet,0,Oval
Gateway,28,33,77,JoshBilicki,ZeiglerAutoGroup(SpireMotorsports),Chevrolet,0,Oval
Gateway,29,14,41,ColeCuster,FeedingAmerica/WowWow(StewartHaasRacing),Ford,0,Oval
Gateway,30,34,78,B.J.McLeod,Blaster(B.J.McLeod),Ford,0,Oval
Gateway,31,36,15,ParkerKligerman,ScottCreditUnion(RickWare),Ford,0,Oval
Gateway,32,27,47,RickyStenhouseJr,SunnyD(JTG-DaughertyRacing),Chevrolet,0,Oval
Gateway,33,20,4,KevinHarvick,#BuschLightPolite(StewartHaasRacing),Ford,0,Oval
Gateway,34,6,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,0,Oval
Gateway,35,31,51,CodyWare,NurtecODT(RickWare),Ford,0,Oval
Gateway,36,19,7,CoreyLaJoie,Built.com(SpireMotorsports),Chevrolet,0,Oval
Sonoma,1,8,99,DanielSuarez,OnxHomes/Renu(TrackhouseRacing),Chevrolet,47,Road
Sonoma,2,3,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,4,Road
Sonoma,3,4,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,0,Road
Sonoma,4,23,4,KevinHarvick,Gearwrench(StewartHaasRacing),Ford,0,Road
Sonoma,5,25,2,AustinCindric,America'sTire(RogerPenske),Ford,0,Road
Sonoma,6,14,12,RyanBlaney,MenardsKnauf(RogerPenske),Ford,0,Road
Sonoma,7,7,1,RossChastain,WorldwideExpress(TrackhouseRacing),Chevrolet,0,Road
Sonoma,8,2,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,26,Road
Sonoma,9,20,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,0,Road
Sonoma,10,22,6,BradKeselowski,KohlerPowerReserve(JackRoush),Ford,3,Road
Sonoma,11,13,3,AustinDillon,TrueVelocity(RichardChildress),Chevrolet,0,Road
Sonoma,12,18,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Road
Sonoma,13,15,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,0,Road
Sonoma,14,21,10,AricAlmirola,FarmerJohnFoodMaxx(StewartHaasRacing),Ford,0,Road
Sonoma,15,1,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,26,Road
Sonoma,16,19,48,AlexBowman,Ally/BetterTogether(RickHendrick),Chevrolet,0,Road
Sonoma,17,9,22,JoeyLogano,AutoTrader(RogerPenske),Ford,4,Road
Sonoma,18,11,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,0,Road
Sonoma,19,16,16,A.J.Allmendinger,GoldFishCasinoSlots(MatthewKaulig),Chevrolet,0,Road
Sonoma,20,17,15,JoeyHand,BuiltFordProud(RickWare),Ford,0,Road
Sonoma,21,6,41,ColeCuster,Autodesk/HaasTooling.com(StewartHaasRacing),Ford,0,Road
Sonoma,22,33,43,ErikJones,FOCUSfactor(PettyGMSMotorsports),Chevrolet,0,Road
Sonoma,23,34,42,TyDillon,Allegiant(PettyGMSMotorsports),Chevrolet,0,Road
Sonoma,24,24,38,ToddGilliland,ChicagoPneumaticCompressors(BobJenkins),Ford,0,Road
Sonoma,25,32,47,RickyStenhouseJr,Kroger/Cottonelle(JTG-DaughertyRacing),Chevrolet,0,Road
Sonoma,26,28,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,0,Road
Sonoma,27,31,20,ChristopherBell,DEWALT(JoeGibbs),Toyota,0,Road
Sonoma,28,26,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,0,Road
Sonoma,29,29,77,JoshBilicki,PacificCoastTermite(SpireMotorsports),Chevrolet,0,Road
Sonoma,30,12,18,KyleBusch,M&M'sCrunchyCookie(JoeGibbs),Toyota,0,Road
Sonoma,31,10,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,0,Road
Sonoma,32,36,51,CodyWare,NurtecODT(RickWare),Ford,0,Road
Sonoma,33,35,78,ScottHeckert,PalaCasino(B.J.McLeod),Ford,0,Road
Sonoma,34,30,7,CoreyLaJoie,GNARLYPremiumCutJerky(SpireMotorsports),Chevrolet,0,Road
Sonoma,35,5,8,TylerReddick,Lenovo(RichardChildress),Chevrolet,0,Road
Sonoma,36,27,23,BubbaWallace,DoorDash(23XIRacing),Toyota,0,Road
Nashville,1,4,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,42,Oval
Nashville,2,19,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,3,Oval
Nashville,3,6,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,1,Oval
Nashville,4,3,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,0,Oval
Nashville,5,7,1,RossChastain,Jockey(TrackhouseRacing),Chevrolet,0,Oval
Nashville,6,1,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,114,Oval
Nashville,7,24,2,AustinCindric,MenardsDuracell(RogerPenske),Ford,0,Oval
Nashville,8,9,20,ChristopherBell,DEWALT(JoeGibbs),Toyota,0,Oval
Nashville,9,2,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,4,Oval
Nashville,10,8,4,KevinHarvick,BuschLightApple(StewartHaasRacing),Ford,0,Oval
Nashville,11,23,43,ErikJones,FOCUSfactor(PettyGMSMotorsports),Chevrolet,0,Oval
Nashville,12,30,23,BubbaWallace,RootInsurance(23XIRacing),Toyota,0,Oval
Nashville,13,18,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,0,Oval
Nashville,14,20,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,0,Oval
Nashville,15,5,99,DanielSuarez,TootsiesOrchidLounge(TrackhouseRacing),Chevrolet,0,Oval
Nashville,16,25,47,RickyStenhouseJr,Kroger/Entenmann's(JTG-DaughertyRacing),Chevrolet,0,Oval
Nashville,17,11,10,AricAlmirola,HaasAutomation(StewartHaasRacing),Ford,0,Oval
Nashville,18,16,8,TylerReddick,3CHI(RichardChildress),Chevrolet,0,Oval
Nashville,19,14,16,A.J.Allmendinger,GoldFishCasinoSlots(MatthewKaulig),Chevrolet,0,Oval
Nashville,20,22,7,CoreyLaJoie,SchluterSystems(SpireMotorsports),Chevrolet,0,Oval
Nashville,21,36,18,KyleBusch,Pedigree(JoeGibbs),Toyota,54,Oval
Nashville,22,10,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,82,Oval
Nashville,23,21,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Nashville,24,33,38,ToddGilliland,BootBarn(BobJenkins),Ford,0,Oval
Nashville,25,26,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,0,Oval
Nashville,26,17,41,ColeCuster,DixieVodka(StewartHaasRacing),Ford,0,Oval
Nashville,27,31,51,CodyWare,RickWare,Ford,0,Oval
Nashville,28,32,15,J.J.Yeley,RickWare,Ford,0,Oval
Nashville,29,27,6,BradKeselowski,King'sHawaiian(JackRoush),Ford,0,Oval
Nashville,30,15,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,Oval
Nashville,31,29,42,TyDillon,BlackRifleCoffeeCompany(PettyGMSMotorsports),Chevrolet,0,Oval
Nashville,32,35,78,B.J.McLeod,MotorsportGamesXBOX(B.J.McLeod),Ford,0,Oval
Nashville,33,34,77,JoshBilicki,ZeiglerAutoGroup(SpireMotorsports),Chevrolet,0,Oval
Nashville,34,28,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,Oval
Nashville,35,13,24,WilliamByron,Valvoline(RickHendrick),Chevrolet,0,Oval
Nashville,36,12,48,AlexBowman,AllyMusicCity(RickHendrick),Chevrolet,0,Oval
ElkhartLake,1,4,8,TylerReddick,3CHI(RichardChildress),Chevrolet,16,Road
ElkhartLake,2,1,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,36,Road
ElkhartLake,3,3,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,0,Road
ElkhartLake,4,12,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,0,Road
ElkhartLake,5,17,99,DanielSuarez,Jockey(TrackhouseRacing),Chevrolet,0,Road
ElkhartLake,6,7,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,Road
ElkhartLake,7,5,2,AustinCindric,DiscountTire(RogerPenske),Ford,0,Road
ElkhartLake,8,6,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,0,Road
ElkhartLake,9,21,16,A.J.Allmendinger,GoldFishCasinoSlots(MatthewKaulig),Chevrolet,0,Road
ElkhartLake,10,28,4,KevinHarvick,BuschLightApple(StewartHaasRacing),Ford,0,Road
ElkhartLake,11,19,12,RyanBlaney,MenardsDutchBoy(RogerPenske),Ford,4,Road
ElkhartLake,12,8,48,AlexBowman,Ally(RickHendrick),Chevrolet,0,Road
ElkhartLake,13,15,19,MartinTruexJr,BassProShopsRedWhiteBlue(JoeGibbs),Toyota,0,Road
ElkhartLake,14,2,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,4,Road
ElkhartLake,15,10,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Road
ElkhartLake,16,29,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,0,Road
ElkhartLake,17,14,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,1,Road
ElkhartLake,18,16,20,ChristopherBell,Yahoo!(JoeGibbs),Toyota,0,Road
ElkhartLake,19,33,47,RickyStenhouseJr,Pickâ€˜nSave/Velveeta(JTG-DaughertyRacing),Chevrolet,0,Road
ElkhartLake,20,30,42,TyDillon,Allegiant(PettyGMSMotorsports),Chevrolet,0,Road
ElkhartLake,21,9,15,JoeyHand,FordPro.com(RickWare),Ford,0,Road
ElkhartLake,22,23,21,HarrisonBurton,MotorcraftQuickLane(WoodBrothers),Ford,1,Road
ElkhartLake,23,22,45,KurtBusch,MonsterEnergy(23XIRacing),Toyota,0,Road
ElkhartLake,24,34,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Road
ElkhartLake,25,32,38,ToddGilliland,RuedebuschDev.&Construction(BobJenkins),Ford,0,Road
ElkhartLake,26,27,43,ErikJones,U.S.AirForce(PettyGMSMotorsports),Chevrolet,0,Road
ElkhartLake,27,18,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,0,Road
ElkhartLake,28,24,10,AricAlmirola,HaasAutomation(StewartHaasRacing),Ford,0,Road
